CityCode,CountryCode,Name,UtcOffset,TimeZoneId,Airports
FAH,AF,,,,
FAI,US,,,,{'AirportCode': 'FAI'}
FAJ,PR,,,,
FAK,US,,,,
FAL,US,,,,
FAM,US,,,,
FAN,NO,,,,
FAO,PT,,,,{'AirportCode': 'FAO'}
FAR,US,,,,{'AirportCode': 'FAR'}
FAS,IS,,,,
FAT,US,,,,{'AirportCode': 'FAT'}
FAV,PF,,,,
FAY,US,,,,{'AirportCode': 'FAY'}
FBD,AF,,,,
FBE,BR,,,,
FBL,US,,,,
FBM,CD,,,,{'AirportCode': 'FBM'}
FBR,US,,,,
FBY,US,,,,
FCA,US,,,,{'AirportCode': 'FCA'}
FCB,ZA,,,,
FCY,US,,,,
FDE,NO,,,,
FDF,MQ,,,,
FDH,DE,,,,{'AirportCode': 'FDH'}
FDK,US,,,,
FDR,US,,,,
FDU,ZR,,,,
FDY,US,,,,
FEA,GB,,,,
FEB,NP,,,,
FEG,UZ,,,,
FEK,CI,,,,
FEL,DE,,,,
FEN,BR,,,,
FEP,US,,,,
FER,KE,,,,
FET,US,,,,
FEZ,MA,,,,{'AirportCode': 'FEZ'}
FFA,US,,,,
FFD,GB,,,,
FFL,US,,,,
FFM,US,,,,
FFT,US,,,,
FFU,CL,,,,
FGD,MR,,,,
FGL,NZ,,,,
FGU,PF,,,,
FHU,US,,,,
FHZ,PF,,,,
FIC,US,,,,
FID,US,,,,
FIE,GB,,,,
FIG,GN,,,,
FIH,CD,,,,{'AirportCode': 'FIH'}
FIK,AU,,,,
FIL,US,,,,
FIN,PG,,,,
FIV,US,,,,
FIZ,AU,,,,
FJR,AE,,,,
FKB,DE,,,,"{'AirportCode': ['FKB', 'KJR']}"
FKH,GB,,,,
FKI,ZR,,,,
FKJ,JP,,,,
FKL,US,,,,
FKN,US,,,,
FKQ,ID,,,,
FKS,JP,,,,{'AirportCode': 'FKS'}
FLA,CO,,,,
FLB,BR,,,,
FLC,AU,,,,
FLD,US,,,,
FLF,DE,,,,
FLG,US,,,,
FLH,GB,,,,
FLI,IS,,,,
FLJ,US,,,,
FLL,US,,,,{'AirportCode': 'FLL'}
FLM,PY,,,,
FLN,BR,,,,{'AirportCode': 'FLN'}
FLO,US,,,,{'AirportCode': 'FLO'}
FLP,US,,,,
FLR,IT,,,,{'AirportCode': 'FLR'}
FLS,AU,,,,
FLT,US,,,,
FLW,PT,,,,
FLY,AU,,,,
FMA,AR,,,,
FMC,US,,,,
FME,US,,,,
FMG,CR,,,,
FMH,US,,,,
FMI,ZR,,,,
FMM,DE,,,,{'AirportCode': 'FMM'}
FMN,US,,,,{'AirportCode': 'FMN'}
FMO,DE,,,,{'AirportCode': 'FMO'}
FMS,US,,,,
FMY,US,,,,"{'AirportCode': ['FMY', 'RSW']}"
FNA,SL,,,,{'AirportCode': 'FNA'}
FNC,PT,,,,{'AirportCode': 'FNC'}
FNE,PG,,,,
FNG,BF,,,,
FNH,ET,,,,
FNI,FR,,,,
FNJ,KP,,,,{'AirportCode': 'FNJ'}
FNK,US,,,,
FNL,US,,,,
FNR,US,,,,
FNT,US,,,,{'AirportCode': 'FNT'}
FOA,GB,,,,
FOB,US,,,,
FOC,CN,,,,{'AirportCode': 'FOC'}
FOD,US,,,,
FOG,IT,,,,
FOK,US,,,,
FOM,CM,,,,
FOO,ID,,,,
FOP,US,,,,
FOR,BR,,,,{'AirportCode': 'FOR'}
FOS,AU,,,,
FOT,AU,,,,
FOU,GA,,,,
FOX,US,,,,
FOY,LR,,,,
FPO,BS,,,,
FPR,US,,,,
FPY,US,,,,
FRA,DE,,,,{'AirportCode': 'FRA'}
FRB,AU,,,,
FRC,BR,,,,
FRD,US,,,,
FRE,SB,,,,
FRG,US,,,,
FRH,US,,,,
FRI,US,,,,
FRJ,FR,,,,
FRK,SC,,,,
FRL,IT,,,,
FRM,US,,,,
FRO,NO,,,,
FRP,US,,,,
FRQ,PG,,,,
FRR,US,,,,
FRS,GT,,,,{'AirportCode': 'FRS'}
FRT,CL,,,,
FRU,KG,,,,{'AirportCode': 'FRU'}
FRW,BW,,,,{'AirportCode': 'FRW'}
FRY,US,,,,
FRZ,DE,,,,
FSC,FR,,,,{'AirportCode': 'FSC'}
FSD,US,,,,{'AirportCode': 'FSD'}
FSI,US,,,,
FSK,US,,,,
FSL,AU,,,,
FSM,US,,,,
FSN,US,,,,
FSP,PM,,,,
FST,US,,,,
FSU,US,,,,
FSZ,JP,,,,{'AirportCode': 'FSZ'}
FTA,VU,,,,
FTE,AR,,,,{'AirportCode': 'FTE'}
FTI,AS,,,,
FTK,US,,,,
FTL,US,,,,
FTU,MG,,,,
FTX,CG,,,,
FUB,PG,,,,
FUE,ES,,,,{'AirportCode': 'FUE'}
FUG,CN,,,,
FUJ,JP,,,,{'AirportCode': 'FUJ'}
FUK,JP,,,,{'AirportCode': 'FUK'}
FUL,US,,,,
FUM,PG,,,,
FUN,TV,,,,
FUO,CN,,,,
FUT,WF,,,,
FWA,US,,,,{'AirportCode': 'FWA'}
FWL,US,,,,
FWM,GB,,,,
FXM,US,,,,
FXO,MZ,,,,
FXY,US,,,,
FYM,US,,,,
FYN,CN,,,,
FYT,TD,,,,
FYU,US,,,,
FYV,US,,,,"{'AirportCode': ['FYV', 'XNA']}"
FZO,GB,,,,
GAA,CO,,,,
GAB,US,,,,
GAC,HN,,,,
GAD,US,,,,
GAE,TN,,,,
GAF,TN,,,,
GAG,US,,,,
GAH,AU,,,,
GAI,US,,,,
GAJ,JP,,,,
GAK,US,,,,
GAL,US,,,,
GAM,US,,,,
GAO,CU,,,,
GAP,PG,,,,
GAQ,ML,,,,
GAR,PG,,,,
GAS,KE,,,,
GAT,FR,,,,
GAU,IN,,,,{'AirportCode': 'GAU'}
GAV,ID,,,,
GAW,MM,,,,
GAX,GA,,,,
GAY,IN,,,,{'AirportCode': 'GAY'}
GAZ,PG,,,,
GBA,VU,,,,
GBB,DZ,,,,
GBC,PG,,,,
GBD,US,,,,
GBE,BW,,,,{'AirportCode': 'GBE'}
GBF,PG,,,,
GBG,US,,,,
GBH,US,,,,
GBI,BS,,,,
GBJ,GP,,,,
GBK,SL,,,,
GBL,AU,,,,
GBM,SO,,,,
GBP,AU,,,,
GBR,US,,,,
GBS,NZ,,,,
GBU,SD,,,,
GBV,AU,,,,
GBZ,NZ,,,,
GCA,CO,,,,
GCC,US,,,,{'AirportCode': 'GCC'}
GCI,GB,,,,{'AirportCode': 'GCI'}
GCK,US,,,,{'AirportCode': 'GCK'}
GCM,KY,,,,{'AirportCode': 'GCM'}
GCN,US,,,,{'AirportCode': 'FLG'}
GCY,US,,,,
GDA,CF,,,,
GDD,AU,,,,
GDE,ET,,,,{'AirportCode': 'GDE'}
GDG,RU,,,,
GDH,US,,,,
GDI,CF,,,,
GDJ,ZR,,,,
GDL,MX,,,,{'AirportCode': 'GDL'}
GDM,US,,,,
GDN,PL,,,,{'AirportCode': 'GDN'}
GDO,VE,,,,
GDP,BR,,,,
GDQ,ET,,,,{'AirportCode': 'GDQ'}
GDT,TC,,,,
GDV,US,,,,
GDW,US,,,,
GDX,RU,,,,
GDZ,RU,,,,
GEB,ID,,,,
GEC,CY,,,,
GED,US,,,,
GEE,AU,,,,
GEF,SB,,,,
GEG,US,,,,{'AirportCode': 'GEG'}
GEI,PG,,,,
GEK,US,,,,
GEL,BR,,,,
GEO,GY,,,,{'AirportCode': 'GEO'}
GER,CU,,,,
GES,PH,,,,
GET,AU,,,,
GEV,SE,,,,
GEW,PG,,,,
GEX,AU,,,,
GEY,US,,,,
GFB,US,,,,
GFD,US,,,,
GFE,AU,,,,
GFF,AU,,,,
GFK,US,,,,
GFL,US,,,,
GFN,AU,,,,
GFO,GY,,,,
GFR,FR,,,,
GFY,NA,,,,
GGC,AO,,,,
GGD,AU,,,,
GGE,US,,,,
GGG,US,,,,
GGL,CO,,,,
GGN,CI,,,,
GGO,CI,,,,
GGR,SO,,,,
GGS,AR,,,,
GGT,BS,,,,
GGW,US,,,,
GHA,DZ,,,,
GHB,BS,,,,
GHC,BS,,,,
GHD,ET,,,,
GHE,PA,,,,
GHK,IL,,,,
GHM,US,,,,
GHN,CN,,,,
GHT,LY,,,,
GHU,AR,,,,
GIB,GI,,,,
GIC,AU,,,,
GID,BI,,,,
GIF,US,,,,
GII,GN,,,,
GIL,PK,,,,
GIM,GA,,,,
GIR,CO,,,,
GIS,NZ,,,,{'AirportCode': 'GIS'}
GIT,TZ,,,,
GIY,ZA,,,,
GIZ,SA,,,,
GJA,HN,,,,
GJL,DZ,,,,
GJM,BR,,,,
GJR,IS,,,,
GJT,US,,,,{'AirportCode': 'GJT'}
GKA,PG,,,,
GKE,DE,,,,
GKH,NP,,,,
GKL,AU,,,,
GKN,US,,,,
GKO,GA,,,,
GKT,US,,,,
GLA,GB,,,,{'AirportCode': 'GLA'}
GLC,ET,,,,
GLD,US,,,,
GLE,US,,,,
GLF,CR,,,,
GLG,AU,,,,
GLH,US,,,,
GLI,AU,,,,
GLK,SO,,,,
GLL,NO,,,,
GLM,AU,,,,
GLN,MA,,,,
GLO,GB,,,,
GLP,PG,,,,
GLQ,US,,,,
GLR,US,,,,
GLS,US,,,,
GLT,AU,,,,
GLV,US,,,,
GLW,US,,,,
GLX,ID,,,,
GLY,AU,,,,
GLZ,NL,,,,
GMA,ZR,,,,
GMB,ET,,,,{'AirportCode': 'GMB'}
GMC,CO,,,,
GME,BY,,,,
GMI,PG,,,,
GMM,CG,,,,
GMN,NZ,,,,
GMR,PF,,,,
GMT,US,,,,
GMY,DE,,,,
GNA,BY,,,,
GNB,FR,,,,
GND,GD,,,,{'AirportCode': 'GND'}
GNE,BE,,,,
GNG,US,,,,
GNI,TW,,,,
GNM,BR,,,,
GNN,ET,,,,
GNR,AR,,,,
GNS,ID,,,,
GNT,US,,,,
GNU,US,,,,
GNV,US,,,,{'AirportCode': 'GNV'}
GNZ,BW,,,,
GOA,IT,,,,{'AirportCode': 'GOA'}
GOB,ET,,,,{'AirportCode': 'GOB'}
GOC,PG,,,,
GOE,PG,,,,
GOH,GL,,,,
GOI,IN,,,,{'AirportCode': 'GOI'}
GOJ,RU,,,,{'AirportCode': 'GOJ'}
GOK,US,,,,
GOL,US,,,,
GOM,CG,,,,{'AirportCode': 'GOM'}
GON,US,,,,
GOO,AU,,,,
GOP,IN,,,,
GOQ,CN,,,,
GOR,ET,,,,
GOS,AU,,,,
GOT,SE,,,,{'AirportCode': 'GOT'}
GOU,CM,,,,
GOV,AU,,,,
GOW,CA,,,,
GOY,LK,,,,
GOZ,BG,,,,
GPA,GR,,,,{'AirportCode': 'GPA'}
GPB,BR,,,,
GPI,CO,,,,
GPL,CR,,,,
GPN,AU,,,,
GPO,AR,,,,
GPS,EC,,,,{'AirportCode': 'GPS'}
GPT,US,,,,{'AirportCode': 'GPT'}
GPZ,US,,,,
GQJ,GB,,,,
GQQ,US,,,,
GRA,CO,,,,
GRB,US,,,,{'AirportCode': 'GRB'}
GRC,LR,,,,
GRD,US,,,,
GRE,US,,,,
GRG,AF,,,,
GRH,PG,,,,
GRI,US,,,,{'AirportCode': 'GRI'}
GRJ,ZA,,,,{'AirportCode': 'GRJ'}
GRL,PG,,,,
GRM,US,,,,
GRN,US,,,,
GRO,ES,,,,{'AirportCode': 'GRO'}
GRP,BR,,,,
GRQ,NL,,,,{'AirportCode': 'GRQ'}
GRR,US,,,,{'AirportCode': 'GRR'}
GRS,IT,,,,
GRT,PK,,,,
GRV,RU,,,,
GRW,PT,,,,
GRX,ES,,,,
GRY,IS,,,,
GRZ,AT,,,,{'AirportCode': 'GRZ'}
GSA,MY,,,,
GSB,US,,,,
GSC,AU,,,,
GSH,US,,,,
GSI,SB,,,,
GSN,AU,,,,
GSO,US,,,,{'AirportCode': 'GSO'}
GSP,US,,,,{'AirportCode': 'GSP'}
GSR,SO,,,,
GSS,ZA,,,,
GST,US,,,,
GSU,SD,,,,
GTA,SB,,,,
GTB,MY,,,,
GTC,BS,,,,
GTE,AU,,,,
GTF,US,,,,{'AirportCode': 'GTF'}
GTG,US,,,,
GTI,DE,,,,
GTK,MY,,,,
GTO,ID,,,,
GTS,AU,,,,
GTT,AU,,,,
GTW,CZ,,,,
GTY,US,,,,
GUA,GT,,,,{'AirportCode': 'GUA'}
GUB,MX,,,,
GUC,US,,,,{'AirportCode': 'GUC'}
GUD,ML,,,,
GUE,PG,,,,
GUF,US,,,,
GUG,PG,,,,
GUH,AU,,,,
GUI,VE,,,,
GUJ,BR,,,,
GUL,AU,,,,
GUM,GU,,,,{'AirportCode': 'GUM'}
GUO,HN,,,,
GUP,US,,,,
GUQ,VE,,,,
GUR,PG,,,,
GUS,US,,,,
GUT,DE,,,,
GUU,IS,,,,
GUV,PG,,,,
GUW,KZ,,,,
GUX,IN,,,,
GUY,US,,,,
GVA,CH,,,,{'AirportCode': 'GVA'}
GVE,US,,,,
GVI,PG,,,,
GVL,US,,,,
GVP,AU,,,,
GVR,BR,,,,
GVT,US,,,,
GVW,US,,,,
GVX,SE,,,,
GWA,MM,,,,
GWD,PK,,,,
GWE,ZW,,,,
GWL,IN,,,,{'AirportCode': 'GWL'}
GWN,PG,,,,
GWO,US,,,,
GWS,US,,,,
GWT,DE,,,,{'AirportCode': 'GWT'}
GWV,US,,,,
GWY,IE,,,,
GXF,YE,,,,
GXG,AO,,,,
GXQ,CL,,,,
GXX,CM,,,,
GXY,US,,,,
GYA,BO,,,,
GYE,EC,,,,{'AirportCode': 'GYE'}
GYI,RW,,,,
GYL,AU,,,,
GYM,MX,,,,
GYN,BR,,,,{'AirportCode': 'GYN'}
GYP,AU,,,,
GYR,US,,,,
GZI,AF,,,,
GZM,MT,,,,
GZO,SB,,,,
GZP,TR,,,,{'AirportCode': 'GZP'}
GZT,TR,,,,{'AirportCode': 'GZT'}
HAA,NO,,,,
HAB,US,,,,
HAC,JP,,,,{'AirportCode': 'HAC'}
HAD,SE,,,,
HAE,US,,,,
HAF,US,,,,
HAG,NL,,,,
HAI,US,,,,
HAJ,DE,,,,{'AirportCode': 'HAJ'}
HAK,CN,,,,{'AirportCode': 'HAK'}
HAL,NA,,,,
HAM,DE,,,,{'AirportCode': 'HAM'}
HAN,VN,,,,{'AirportCode': 'HAN'}
HAO,US,,,,
HAP,AU,,,,
HAR,US,,,,"{'AirportCode': ['HAR', 'MDT']}"
HAS,SA,,,,
HAT,AU,,,,
HAU,NO,,,,{'AirportCode': 'HAU'}
HAV,CU,,,,{'AirportCode': 'HAV'}
HAW,GB,,,,
HAY,US,,,,
HAZ,PG,,,,
HBA,AU,,,,{'AirportCode': 'HBA'}
HBC,US,,,,
HBG,US,,,,
HBH,US,,,,
HBI,BS,,,,
HBL,ZA,,,,
HBN,VN,,,,
HBO,US,,,,
HBR,US,,,,
HBT,SA,,,,
HBX,IN,,,,
HCA,US,,,,
HCB,US,,,,
HCC,US,,,,
HCM,SO,,,,
HCQ,AU,,,,
HCR,US,,,,
HCW,US,,,,
HDA,US,,,,
HDB,DE,,,,{'AirportCode': 'HDB'}
HDD,PK,,,,
HDE,US,,,,
HDF,DE,,,,{'AirportCode': 'HDF'}
HDH,US,,,,
HDM,IR,,,,
HDN,US,,,,
HDS,ZA,,,,{'AirportCode': 'HDS'}
HDY,TH,,,,{'AirportCode': 'HDY'}
HEA,AF,,,,
HEB,MM,,,,
HED,US,,,,
HEE,US,,,,
HEH,MM,,,,
HEI,DE,,,,
HEK,CN,,,,
HEL,FI,,,,{'AirportCode': 'HEL'}
HEN,GB,,,,
HEO,PG,,,,
HER,GR,,,,{'AirportCode': 'HER'}
HES,US,,,,
HET,CN,,,,{'AirportCode': 'HET'}
HEZ,US,,,,
HFA,IL,,,,
HFD,US,,,,"{'AirportCode': ['BDL', 'HRL']}"
HFE,CN,,,,{'AirportCode': 'HFE'}
HFF,US,,,,
HFN,IS,,,,
HFS,SE,,,,
HFT,NO,,,,
HGA,SO,,,,{'AirportCode': 'HGA'}
HGD,AU,,,,
HGH,CN,,,,{'AirportCode': 'HGH'}
HGL,DE,,,,
HGN,TH,,,,
HGO,CI,,,,
HGR,US,,,,
HGT,US,,,,
HGU,PG,,,,
HGZ,US,,,,
HHA,CN,,,,
HHE,JP,,,,
HHH,US,,,,{'AirportCode': 'HHH'}
HHI,US,,,,
HHN,DE,,,,
HHQ,TH,,,,
HHR,US,,,,
HHZ,PF,,,,
HIB,US,,,,
HID,AU,,,,
HIE,US,,,,
HIG,AU,,,,
HIH,AU,,,,
HII,US,,,,
HIJ,JP,,,,{'AirportCode': 'HIJ'}
HIL,ET,,,,{'AirportCode': 'HIL'}
HIN,KR,,,,{'AirportCode': 'HIN'}
HIO,US,,,,
HIP,AU,,,,
HIR,SB,,,,
HIS,AU,,,,
HIT,PG,,,,
HIW,JP,,,,
HIX,PF,,,,
HJR,IN,,,,
HJT,MN,,,,
HKB,US,,,,
HKD,JP,,,,{'AirportCode': 'HKD'}
HKG,HK,,,,{'AirportCode': 'HKG'}
HKK,NZ,,,,
HKN,PG,,,,
HKT,TH,,,,{'AirportCode': 'HKT'}
HKV,BG,,,,
HKY,US,,,,
HLA,ZA,,,,
HLB,US,,,,
HLC,US,,,,
HLD,CN,,,,{'AirportCode': 'HLD'}
HLF,SE,,,,
HLG,US,,,,
HLH,CN,,,,{'AirportCode': 'HLH'}
HLI,US,,,,
HLJ,LT,,,,
HLL,AU,,,,
HLM,US,,,,
HLN,US,,,,{'AirportCode': 'HLN'}
HLS,AU,,,,
HLT,AU,,,,
HLU,NC,,,,
HLV,AU,,,,
HLW,ZA,,,,
HLY,GB,,,,
HLZ,NZ,,,,
HME,DZ,,,,
HMG,AU,,,,
HMI,CN,,,,
HMJ,UA,,,,
HMO,MX,,,,{'AirportCode': 'HMO'}
HMR,NO,,,,
HMS,US,,,,
HMT,US,,,,
HMV,SE,,,,
HNA,JP,,,,
HNB,US,,,,
HNC,US,,,,
HNE,US,,,,
HNG,NC,,,,
HNH,US,,,,
HNI,PG,,,,
HNK,AU,,,,
HNL,US,,,,{'AirportCode': 'HNL'}
HNM,US,,,,
HNN,PG,,,,
HNO,ME,,,,
HNS,US,,,,
HNX,US,,,,
HNY,CN,,,,
HOA,KE,,,,
HOB,US,,,,
HOC,PG,,,,
HOD,YE,,,,
HOE,LA,,,,
HOF,SA,,,,
HOG,CU,,,,{'AirportCode': 'HOG'}
HOH,AT,,,,
HOI,PF,,,,
HOK,AU,,,,
HOL,US,,,,
HOM,US,,,,
HON,US,,,,
HOO,VN,,,,
HOP,US,,,,
HOQ,DE,,,,
HOR,PT,,,,
HOS,AR,,,,
HOT,US,,,,
HOU,US,,,,{'AirportCode': 'IAH'}
HOV,NO,,,,{'AirportCode': 'HOV'}
HOW,PA,,,,
HOX,MM,,,,
HOY,GB,,,,
HPA,TO,,,,
HPB,US,,,,
HPE,AU,,,,
HPH,VN,,,,
HPN,US,,,,{'AirportCode': 'HPN'}
HPT,US,,,,
HPY,US,,,,
HQM,US,,,,
HRA,PK,,,,
HRB,CN,,,,{'AirportCode': 'HRB'}
HRE,ZW,,,,{'AirportCode': 'HRE'}
HRG,EG,,,,{'AirportCode': 'HRG'}
HRJ,NP,,,,
HRK,UA,,,,{'AirportCode': 'HRK'}
HRL,US,,,,
HRM,DZ,,,,
HRN,AU,,,,
HRO,US,,,,
HRR,CO,,,,
HRS,ZA,,,,
HRY,AU,,,,
HSB,US,,,,
HSC,CN,,,,
HSG,JP,,,,{'AirportCode': 'HSG'}
HSI,US,,,,
HSL,US,,,,
HSM,AU,,,,
HSP,US,,,,
HSS,IN,,,,
HST,US,,,,
HSV,US,,,,{'AirportCode': 'HSV'}
HTA,RU,,,,
HTB,GP,,,,
HTF,GB,,,,
HTG,RU,,,,
HTH,US,,,,
HTI,AU,,,,
HTL,US,,,,
HTN,CN,,,,
HTO,US,,,,
HTR,JP,,,,
HTS,US,,,,{'AirportCode': 'HTS'}
HTU,AU,,,,
HTV,US,,,,
HTW,US,,,,
HTY,TR,,,,{'AirportCode': 'HTY'}
HTZ,CO,,,,
HUB,AU,,,,
HUC,PR,,,,
HUD,US,,,,
HUE,ET,,,,{'AirportCode': 'HUE'}
HUF,US,,,,
HUG,GT,,,,
HUH,PF,,,,
HUI,VN,,,,
HUJ,US,,,,
HUK,BW,,,,
HUL,US,,,,
HUM,US,,,,
HUN,TW,,,,
HUQ,LY,,,,
HUS,US,,,,
HUT,US,,,,
HUU,PE,,,,
HUV,SE,,,,
HUX,MX,,,,{'AirportCode': 'HUX'}
HUY,GB,,,,
HUZ,CN,,,,
HVA,MG,,,,
HVB,AU,,,,
HVD,MN,,,,
HVE,US,,,,
HVG,NO,,,,
HVK,IS,,,,
HVM,IS,,,,
HVN,US,,,,
HVR,US,,,,
HVS,US,,,,
HWA,PG,,,,
HWD,US,,,,
HWI,US,,,,
HWK,AU,,,,
HWN,ZW,,,,
HWO,US,,,,
HXX,AU,,,,
HYA,US,,,,
HYC,GB,,,,
HYD,IN,,,,{'AirportCode': 'HYD'}
HYF,PG,,,,
HYG,US,,,,
HYL,US,,,,
HYN,CN,,,,{'AirportCode': 'HYN'}
HYR,US,,,,
HYS,US,,,,{'AirportCode': 'HYS'}
HYV,FI,,,,
HZB,FR,,,,
HZG,CN,,,,
HZK,IS,,,,
HZL,US,,,,
HZV,ZA,,,,
IAA,RU,,,,
IAG,US,,,,
IAM,DZ,,,,
IAN,US,,,,
IAQ,IR,,,,
IAR,RU,,,,
IAS,RO,,,,{'AirportCode': 'IAS'}
IAU,PG,,,,
IBA,NG,,,,
IBE,CO,,,,
IBI,PG,,,,
IBO,MZ,,,,
IBP,PE,,,,
IBZ,ES,,,,{'AirportCode': 'IBZ'}
ICA,VE,,,,
ICI,FJ,,,,
ICK,SR,,,,
ICL,US,,,,
ICO,PH,,,,
ICR,CU,,,,
ICT,US,,,,{'AirportCode': 'ICT'}
ICY,US,,,,
IDA,US,,,,{'AirportCode': 'IDA'}
IDB,SE,,,,
IDF,ZR,,,,
IDG,US,,,,
IDI,US,,,,
IDK,AU,,,,
IDN,PG,,,,
IDO,BR,,,,
IDP,US,,,,
IDR,IN,,,,{'AirportCode': 'IDR'}
IDY,FR,,,,
IEG,PL,,,,{'AirportCode': 'IEG'}
IEJ,JP,,,,
IEV,UA,,,,"{'AirportCode': ['IEV', 'KBP']}"
IFA,US,,,,
IFF,AU,,,,
IFJ,IS,,,,
IFL,AU,,,,
IFN,IR,,,,{'AirportCode': 'IFN'}
IFO,UA,,,,
IFP,US,,,,
IGA,BS,,,,
IGB,AR,,,,
IGD,TR,,,,{'AirportCode': 'IGD'}
IGE,GA,,,,
IGG,US,,,,
IGH,AU,,,,
IGM,US,,,,
IGN,PH,,,,
IGO,CO,,,,
IGR,AR,,,,{'AirportCode': 'IGR'}
IGU,BR,,,,{'AirportCode': 'IGU'}
IHA,JP,,,,
IHN,YE,,,,
IHO,MG,,,,
IHU,PG,,,,
IIA,IE,,,,
IIN,JP,,,,
IIS,PG,,,,
IJK,RU,,,,
IJU,BR,,,,
IJX,US,,,,
IKB,US,,,,
IKI,JP,,,,
IKK,US,,,,
IKL,ZR,,,,
IKO,US,,,,
IKP,AU,,,,
IKS,RU,,,,
IKT,RU,,,,
ILA,ID,,,,
ILB,BR,,,,
ILC,PE,,,,
ILE,US,,,,{'AirportCode': 'ILE'}
ILF,CA,,,,
ILG,US,,,,
ILH,DE,,,,
ILI,US,,,,
ILK,MG,,,,
ILL,US,,,,
ILM,US,,,,{'AirportCode': 'ILM'}
ILN,US,,,,
ILO,PH,,,,
ILP,NC,,,,
ILR,NG,,,,
ILU,KE,,,,
ILX,PG,,,,
ILY,GB,,,,
ILZ,SK,,,,
IMA,PG,,,,
IMB,GY,,,,
IMD,PG,,,,
IMF,IN,,,,{'AirportCode': 'IMF'}
IMG,MZ,,,,
IMI,MH,,,,
IMK,NP,,,,
IML,US,,,,
IMM,US,,,,
IMN,PG,,,,
IMO,CF,,,,
IMP,BR,,,,
IMT,US,,,,
IMZ,AF,,,,
INA,RU,,,,
INB,BZ,,,,
INC,CN,,,,{'AirportCode': 'INC'}
IND,US,,,,{'AirportCode': 'IND'}
INE,MZ,,,,
INF,DZ,,,,
ING,AR,,,,
INH,MZ,,,,
INI,RS,,,,{'AirportCode': 'INI'}
INJ,AU,,,,
INK,US,,,,
INL,US,,,,
INM,AU,,,,
INN,AT,,,,{'AirportCode': 'INN'}
INO,ZR,,,,
INQ,IE,,,,
INS,US,,,,
INT,US,,,,
INU,NR,,,,
INV,GB,,,,
INW,US,,,,
INX,ID,,,,
INY,ZA,,,,
INZ,DZ,,,,
IOA,GR,,,,{'AirportCode': 'IOA'}
IOK,PG,,,,
IOM,GB,,,,
ION,CG,,,,
IOP,PG,,,,
IOR,IE,,,,
IOS,BR,,,,{'AirportCode': 'IOS'}
IOU,NC,,,,
IOW,US,,,,
IPA,VU,,,,
IPC,CL,,,,
IPE,PH,,,,
IPG,BR,,,,
IPH,MY,,,,
IPI,CO,,,,
IPL,US,,,,{'AirportCode': 'IPL'}
IPN,BR,,,,
IPT,US,,,,
IPU,BR,,,,
IPW,GB,,,,
IQM,CN,,,,
IQN,CN,,,,
IQQ,CL,,,,{'AirportCode': 'IQQ'}
IQT,PE,,,,
IRA,SB,,,,
IRB,US,,,,
IRC,US,,,,
IRD,BD,,,,
IRE,BR,,,,
IRG,AU,,,,
IRI,TZ,,,,
IRJ,AR,,,,
IRK,US,,,,
IRN,HN,,,,
IRO,CF,,,,
IRP,ZR,,,,
IRS,US,,,,
ISA,AU,,,,
ISB,PK,,,,{'AirportCode': 'ISB'}
ISC,GB,,,,
ISD,CO,,,,
ISE,TR,,,,{'AirportCode': 'ISE'}
ISG,JP,,,,{'AirportCode': 'ISG'}
ISH,IT,,,,
ISI,AU,,,,
ISJ,MX,,,,
ISK,IN,,,,
ISL,US,,,,
ISM,US,,,,
ISN,US,,,,{'AirportCode': 'ISN'}
ISO,US,,,,
ISP,US,,,,
ISQ,US,,,,
ISS,US,,,,
IST,TR,,,,"{'AirportCode': ['ISL', 'IST', 'SAW']}"
ISU,IQ,,,,{'AirportCode': 'ISU'}
ISW,US,,,,
ITA,BR,,,,
ITB,BR,,,,
ITE,BR,,,,
ITH,US,,,,{'AirportCode': 'ITH'}
ITI,BR,,,,
ITK,PG,,,,
ITN,BR,,,,
ITO,US,,,,{'AirportCode': 'ITO'}
ITQ,BR,,,,
IUE,NU,,,,
IUL,ID,,,,
IUM,CA,,,,
IUS,PG,,,,
IVA,MG,,,,
IVC,NZ,,,,{'AirportCode': 'IVC'}
IVG,ME,,,,
IVH,US,,,,
IVL,FI,,,,{'AirportCode': 'IVL'}
IVO,CO,,,,
IVR,AU,,,,
IVW,AU,,,,
IWA,RU,,,,
IWD,US,,,,
IWJ,JP,,,,{'AirportCode': 'IWJ'}
IWK,JP,,,,{'AirportCode': 'IWK'}
IWO,JP,,,,
IXA,IN,,,,{'AirportCode': 'IXA'}
IXB,IN,,,,{'AirportCode': 'IXB'}
IXC,IN,,,,{'AirportCode': 'IXC'}
IXD,IN,,,,{'AirportCode': 'IXD'}
IXE,IN,,,,{'AirportCode': 'IXE'}
IXG,IN,,,,
IXH,IN,,,,
IXI,IN,,,,
IXJ,IN,,,,{'AirportCode': 'IXJ'}
IXK,IN,,,,
IXL,IN,,,,{'AirportCode': 'IXL'}
IXM,IN,,,,{'AirportCode': 'IXM'}
IXN,IN,,,,
IXP,IN,,,,
IXQ,IN,,,,
IXR,IN,,,,{'AirportCode': 'IXR'}
IXS,IN,,,,{'AirportCode': 'IXS'}
IXT,IN,,,,
IXU,IN,,,,{'AirportCode': 'IXU'}
IXV,IN,,,,
IXW,IN,,,,
IXY,IN,,,,
