CityCode,CountryCode,Name,UtcOffset,TimeZoneId,Airports
BXH,KZ,,,,
BXI,CI,,,,
BXK,US,,,,
BXL,FJ,,,,
BXM,ID,,,,
BXN,TR,,,,{'AirportCode': 'BJV'}
BXS,US,,,,
BXT,ID,,,,
BXU,PH,,,,
BXV,IS,,,,
BXX,SO,,,,
BYA,US,,,,
BYB,OM,,,,
BYC,BO,,,,
BYD,YE,,,,
BYG,US,,,,
BYH,US,,,,
BYI,US,,,,
BYK,CI,,,,
BYL,LR,,,,
BYM,CU,,,,
BYN,MN,,,,
BYQ,ID,,,,
BYR,DK,,,,
BYS,US,,,,
BYT,IE,,,,
BYU,DE,,,,
BYW,US,,,,
BYX,AU,,,,
BZA,NI,,,,
BZC,BR,,,,
BZD,AU,,,,
BZE,BZ,,,,{'AirportCode': 'BZE'}
BZG,PL,,,,{'AirportCode': 'BZG'}
BZI,TR,,,,
BZK,RU,,,,
BZL,BD,,,,
BZM,NL,,,,
BZN,US,,,,{'AirportCode': 'BZN'}
BZO,IT,,,,
BZP,AU,,,,
BZR,FR,,,,
BZT,US,,,,
BZU,ZR,,,,
BZV,CG,,,,{'AirportCode': 'BZV'}
BZY,MD,,,,
BZZ,GB,,,,
CAA,HN,,,,
CAB,AO,,,,
CAC,BR,,,,
CAD,US,,,,
CAE,US,,,,{'AirportCode': 'CAE'}
CAF,BR,,,,
CAG,IT,,,,{'AirportCode': 'CAG'}
CAH,VN,,,,
CAI,EG,,,,{'AirportCode': 'CAI'}
CAJ,VE,,,,
CAK,US,,,,{'AirportCode': 'CAK'}
CAL,GB,,,,
CAM,BO,,,,
CAN,CN,,,,{'AirportCode': 'CAN'}
CAO,US,,,,
CAP,HT,,,,
CAQ,CO,,,,
CAR,US,,,,
CAS,MA,,,,{'AirportCode': 'CMN'}
CAT,BS,,,,
CAU,BR,,,,
CAV,AO,,,,
CAW,BR,,,,
CAX,GB,,,,
CAY,GF,,,,
CAZ,AU,,,,
CBA,US,,,,
CBB,BO,,,,
CBC,AU,,,,
CBD,IN,,,,
CBE,US,,,,
CBF,US,,,,
CBG,GB,,,,
CBH,DZ,,,,
CBJ,DO,,,,
CBK,US,,,,
CBL,VE,,,,
CBN,ID,,,,
CBO,PH,,,,
CBP,PT,,,,
CBQ,NG,,,,
CBR,AU,,,,{'AirportCode': 'CBR'}
CBS,VE,,,,
CBT,AO,,,,
CBU,DE,,,,
CBV,GT,,,,
CBX,AU,,,,
CBY,AU,,,,
CBZ,US,,,,
CCA,US,,,,
CCB,US,,,,
CCC,CU,,,,
CCF,FR,,,,
CCG,US,,,,
CCH,CL,,,,
CCI,BR,,,,
CCJ,IN,,,,{'AirportCode': 'CCJ'}
CCK,CC,,,,
CCL,AU,,,,
CCM,BR,,,,
CCN,AF,,,,
CCO,CO,,,,
CCP,CL,,,,{'AirportCode': 'CCP'}
CCQ,BR,,,,
CCR,US,,,,
CCS,VE,,,,{'AirportCode': 'CCS'}
CCT,AR,,,,
CCU,IN,,,,{'AirportCode': 'CCU'}
CCV,VU,,,,
CCW,AU,,,,
CCX,BR,,,,
CCY,US,,,,
CCZ,BS,,,,
CDA,AU,,,,
CDB,US,,,,
CDC,US,,,,
CDE,PA,,,,
CDF,IT,,,,
CDH,US,,,,
CDJ,BR,,,,
CDK,US,,,,
CDL,US,,,,
CDN,US,,,,
CDO,ZA,,,,
CDP,IN,,,,
CDQ,AU,,,,
CDR,US,,,,{'AirportCode': 'CDR'}
CDS,US,,,,
CDU,AU,,,,
CDV,US,,,,{'AirportCode': 'CDV'}
CDW,US,,,,
CDY,PH,,,,
CEB,PH,,,,{'AirportCode': 'CEB'}
CEC,US,,,,{'AirportCode': 'CEC'}
CED,AU,,,,
CEE,RU,,,,
CEF,US,,,,
CEG,GB,,,,
CEI,TH,,,,{'AirportCode': 'CEI'}
CEJ,UA,,,,
CEK,RU,,,,
CEL,BS,,,,
CEM,US,,,,
CEN,MX,,,,
CEO,AO,,,,
CEP,BO,,,,
CEQ,FR,,,,
CER,FR,,,,
CES,AU,,,,
CET,FR,,,,
CEU,US,,,,
CEV,US,,,,
CEW,US,,,,
CEX,US,,,,
CEY,US,,,,
CEZ,US,,,,{'AirportCode': 'CEZ'}
CFA,US,,,,
CFD,US,,,,
CFE,FR,,,,
CFF,AO,,,,
CFG,CU,,,,
CFH,AU,,,,
CFI,AU,,,,
CFN,IE,,,,
CFO,BR,,,,
CFP,AU,,,,
CFR,FR,,,,
CFS,AU,,,,
CFT,US,,,,
CFU,GR,,,,{'AirportCode': 'CFU'}
CFV,US,,,,
CGA,US,,,,
CGB,BR,,,,{'AirportCode': 'CGB'}
CGC,PG,,,,
CGD,CN,,,,
CGE,US,,,,
CGG,PH,,,,
CGI,US,,,,
CGJ,ZM,,,,
CGM,PH,,,,
CGN,DE,,,,"{'AirportCode': ['CGN', 'QKL', 'QKU']}"
CGO,CN,,,,{'AirportCode': 'CGO'}
CGP,BD,,,,
CGQ,CN,,,,{'AirportCode': 'CGQ'}
CGR,BR,,,,{'AirportCode': 'CGR'}
CGS,US,,,,
CGT,MR,,,,
CGU,VE,,,,
CGV,AU,,,,
CGY,PH,,,,
CGZ,US,,,,
CHA,US,,,,{'AirportCode': 'CHA'}
CHB,PK,,,,
CHC,NZ,,,,{'AirportCode': 'CHC'}
CHD,US,,,,
CHE,IE,,,,
CHF,KR,,,,
CHG,CN,,,,{'AirportCode': 'CHG'}
CHH,PE,,,,
CHI,US,,,,{'AirportCode': 'ORD'}
CHJ,ZW,,,,
CHK,US,,,,
CHL,US,,,,
CHM,PE,,,,
CHN,KR,,,,
CHO,US,,,,{'AirportCode': 'CHO'}
CHP,US,,,,
CHQ,GR,,,,{'AirportCode': 'CHQ'}
CHR,FR,,,,
CHS,US,,,,{'AirportCode': 'CHS'}
CHT,NZ,,,,
CHU,US,,,,
CHV,PT,,,,
CHW,CN,,,,
CHX,PA,,,,
CHY,SB,,,,
CHZ,US,,,,
CIC,US,,,,{'AirportCode': 'CIC'}
CID,US,,,,{'AirportCode': 'CID'}
CIE,AU,,,,
CIF,CN,,,,
CIG,US,,,,
CIH,CN,,,,
CIJ,BO,,,,
CIK,US,,,,
CIL,US,,,,
CIM,CO,,,,
CIN,US,,,,
CIP,ZM,,,,
CIQ,GT,,,,
CIR,US,,,,
CIS,KI,,,,
CIT,KZ,,,,
CIV,US,,,,
CIW,VC,,,,
CIX,PE,,,,
CIY,IT,,,,
CIZ,BR,,,,
CJA,PE,,,,
CJB,IN,,,,{'AirportCode': 'CJB'}
CJC,CL,,,,{'AirportCode': 'CJC'}
CJD,CO,,,,
CJH,CA,,,,
CJL,PK,,,,
CJN,US,,,,
CJS,MX,,,,
CJU,KR,,,,{'AirportCode': 'CJU'}
CKA,US,,,,
CKB,US,,,,{'AirportCode': 'CKB'}
CKC,UA,,,,
CKD,US,,,,
CKE,US,,,,
CKG,CN,,,,{'AirportCode': 'CKG'}
CKH,RU,,,,
CKI,AU,,,,
CKK,US,,,,
CKM,US,,,,
CKN,US,,,,
CKO,BR,,,,
CKR,US,,,,
CKS,BR,,,,
CKV,US,,,,
CKX,US,,,,
CKY,GN,,,,{'AirportCode': 'CKY'}
CKZ,TR,,,,
CLA,BD,,,,
CLB,IE,,,,
CLC,US,,,,
CLD,US,,,,{'AirportCode': 'CLD'}
CLE,US,,,,{'AirportCode': 'CLE'}
CLG,US,,,,
CLH,AU,,,,
CLI,US,,,,
CLJ,RO,,,,{'AirportCode': 'CLJ'}
CLL,US,,,,{'AirportCode': 'CLL'}
CLM,US,,,,
CLN,BR,,,,
CLO,CO,,,,{'AirportCode': 'CLO'}
CLP,US,,,,
CLQ,MX,,,,
CLR,US,,,,
CLS,US,,,,
CLT,US,,,,{'AirportCode': 'CLT'}
CLU,US,,,,
CLV,BR,,,,
CLX,AR,,,,
CLY,FR,,,,{'AirportCode': 'CLY'}
CLZ,VE,,,,
CMA,AU,,,,
CMB,LK,,,,{'AirportCode': 'CMB'}
CMC,BR,,,,
CMD,AU,,,,
CME,MX,,,,{'AirportCode': 'CME'}
CMF,FR,,,,
CMG,BR,,,,
CMH,US,,,,{'AirportCode': 'CMH'}
CMI,US,,,,{'AirportCode': 'CMI'}
CMJ,TW,,,,
CMK,MW,,,,
CML,AU,,,,
CMM,GT,,,,
CMO,SO,,,,
CMP,BR,,,,
CMQ,AU,,,,
CMR,FR,,,,
CMS,SO,,,,
CMT,BR,,,,
CMU,PG,,,,
CMV,NZ,,,,
CMW,CU,,,,
CMX,US,,,,{'AirportCode': 'CMX'}
CMY,US,,,,
CMZ,MZ,,,,
CNA,MX,,,,
CNB,AU,,,,
CNC,AU,,,,
CND,RO,,,,{'AirportCode': 'CND'}
CNE,US,,,,
CNG,FR,,,,
CNH,US,,,,
CNI,CN,,,,
CNJ,AU,,,,
CNK,US,,,,
CNL,DK,,,,
CNM,US,,,,
CNN,RU,,,,
CNO,US,,,,
CNP,GL,,,,
CNQ,AR,,,,
CNR,CL,,,,
CNS,AU,,,,{'AirportCode': 'CNS'}
CNT,AR,,,,
CNU,US,,,,
CNV,BR,,,,
CNX,TH,,,,{'AirportCode': 'CNX'}
CNY,US,,,,{'AirportCode': 'CNY'}
CNZ,AO,,,,
COA,US,,,,
COB,AU,,,,
COC,AR,,,,
COD,US,,,,{'AirportCode': 'COD'}
COE,US,,,,
COG,CO,,,,
COH,IN,,,,
COJ,AU,,,,
COK,IN,,,,{'AirportCode': 'COK'}
COL,GB,,,,
COM,US,,,,
CON,US,,,,
COO,BJ,,,,{'AirportCode': 'COO'}
COP,US,,,,
COQ,MN,,,,
COR,AR,,,,{'AirportCode': 'COR'}
COS,US,,,,{'AirportCode': 'COS'}
COT,US,,,,
COU,US,,,,{'AirportCode': 'COU'}
COV,PT,,,,
COW,CL,,,,
COX,BS,,,,
COY,AU,,,,
COZ,DO,,,,
CPA,LR,,,,
CPB,CO,,,,
CPC,AR,,,,
CPD,AU,,,,
CPE,MX,,,,
CPF,ID,,,,
CPG,AR,,,,
CPH,DK,,,,{'AirportCode': 'CPH'}
CPL,CO,,,,
CPM,US,,,,
CPN,PG,,,,
CPO,CL,,,,{'AirportCode': 'CPO'}
CPQ,BR,,,,
CPR,US,,,,{'AirportCode': 'CPR'}
CPT,ZA,,,,{'AirportCode': 'CPT'}
CPU,BR,,,,
CPV,BR,,,,
CPX,PR,,,,
CQF,FR,,,,
CQP,AU,,,,
CQS,BR,,,,
CQT,CO,,,,
CRA,RO,,,,
CRB,AU,,,,
CRC,CO,,,,
CRD,AR,,,,{'AirportCode': 'CRD'}
CRF,CF,,,,
CRH,AU,,,,
CRI,BS,,,,
CRJ,AU,,,,
CRK,PH,,,,{'AirportCode': 'CRK'}
CRL,BE,,,,
CRM,PH,,,,
CRN,GB,,,,
CRO,US,,,,
CRP,US,,,,{'AirportCode': 'CRP'}
CRQ,BR,,,,
CRR,AR,,,,
CRS,US,,,,
CRT,US,,,,
CRU,GD,,,,
CRV,IT,,,,
CRW,US,,,,{'AirportCode': 'CRW'}
CRX,US,,,,
CRY,AU,,,,
CRZ,TM,,,,
CSA,GB,,,,
CSB,RO,,,,
CSC,CR,,,,
CSD,AU,,,,
CSE,US,,,,
CSF,FR,,,,
CSI,AU,,,,
CSJ,VN,,,,
CSK,SN,,,,
CSL,US,,,,"{'AirportCode': ['CSL', 'SBP']}"
CSN,US,,,,
CSP,US,,,,
CSQ,US,,,,
CSR,CO,,,,
CSS,BR,,,,
CST,FJ,,,,
CSV,US,,,,
CSW,BR,,,,
CSX,CN,,,,{'AirportCode': 'CSX'}
CSY,RU,,,,
CTA,IT,,,,{'AirportCode': 'CTA'}
CTB,US,,,,
CTC,AR,,,,
CTD,PA,,,,
CTE,PA,,,,
CTG,CO,,,,{'AirportCode': 'CTG'}
CTH,US,,,,
CTI,AO,,,,
CTK,US,,,,
CTL,AU,,,,
CTM,MX,,,,
CTN,AU,,,,
CTO,US,,,,
CTP,BR,,,,
CTQ,BR,,,,
CTR,AU,,,,
CTT,FR,,,,
CTU,CN,,,,{'AirportCode': 'CTU'}
CTW,US,,,,
CTX,US,,,,
CTY,US,,,,
CTZ,US,,,,
CUA,MX,,,,
CUC,CO,,,,{'AirportCode': 'CUC'}
CUD,AU,,,,
CUE,EC,,,,
CUF,IT,,,,
CUH,US,,,,
CUI,CO,,,,
CUJ,PH,,,,
CUK,BZ,,,,
CUL,MX,,,,{'AirportCode': 'CUL'}
CUM,VE,,,,{'AirportCode': 'CUM'}
CUN,MX,,,,{'AirportCode': 'CUN'}
CUO,CO,,,,
CUP,VE,,,,
CUQ,AU,,,,
CUR,CW,,,,{'AirportCode': 'CUR'}
CUS,US,,,,
CUT,AR,,,,
CUU,MX,,,,{'AirportCode': 'CUU'}
CUV,VE,,,,
CUW,US,,,,
CUY,AU,,,,
CUZ,PE,,,,{'AirportCode': 'CUZ'}
CVB,PG,,,,
CVC,AU,,,,
CVE,CO,,,,
CVF,FR,,,,
CVG,US,,,,{'AirportCode': 'CVG'}
CVH,AR,,,,
CVI,AR,,,,
CVJ,MX,,,,
CVL,PG,,,,
CVM,MX,,,,
CVN,US,,,,
CVO,US,,,,
CVQ,AU,,,,
CVR,US,,,,
CVT,GB,,,,
CVU,PT,,,,
CWB,BR,,,,{'AirportCode': 'CWB'}
CWC,UA,,,,
CWG,US,,,,
CWI,US,,,,
CWL,GB,,,,{'AirportCode': 'CWL'}
CWP,PK,,,,
CWR,AU,,,,
CWS,US,,,,
CWT,AU,,,,
CWW,AU,,,,
CXA,VE,,,,
CXB,BD,,,,
CXC,US,,,,
CXF,US,,,,
CXI,KI,,,,
CXJ,BR,,,,
CXL,US,,,,
CXN,SO,,,,
CXO,US,,,,
CXP,ID,,,,
CXQ,AU,,,,
CXT,AU,,,,
CXY,BS,,,,
CYA,HT,,,,
CYB,KY,,,,
CYC,BZ,,,,
CYE,US,,,,
CYF,US,,,,
CYG,AU,,,,
CYI,TW,,,,
CYL,HN,,,,
CYM,US,,,,
CYO,CU,,,,
CYP,PH,,,,
CYR,UY,,,,
CYS,US,,,,{'AirportCode': 'CYS'}
CYT,US,,,,
CYU,PH,,,,
CYX,RU,,,,
CYZ,PH,,,,
CZA,MX,,,,
CZB,BR,,,,
CZC,US,,,,
CZE,VE,,,,
CZF,US,,,,
CZH,BZ,,,,
CZJ,PA,,,,
CZK,US,,,,
CZL,DZ,,,,
CZM,MX,,,,{'AirportCode': 'CZM'}
CZN,US,,,,
CZO,US,,,,
CZP,US,,,,
CZS,BR,,,,
CZT,US,,,,
CZU,CO,,,,
CZW,PL,,,,
CZX,CN,,,,{'AirportCode': 'CZX'}
CZY,AU,,,,
CZZ,US,,,,
DAA,US,,,,
DAB,US,,,,{'AirportCode': 'DAB'}
DAC,BD,,,,{'AirportCode': 'DAC'}
DAD,VN,,,,{'AirportCode': 'DAD'}
DAE,IN,,,,
DAF,PG,,,,
DAG,US,,,,
DAH,YE,,,,
DAI,IN,,,,
DAJ,AU,,,,
DAM,SY,,,,
DAN,US,,,,
DAP,NP,,,,
DAR,TZ,,,,{'AirportCode': 'DAR'}
DAT,CN,,,,{'AirportCode': 'DAT'}
DAU,PG,,,,
DAV,PA,,,,
DAX,CN,,,,
DAY,US,,,,{'AirportCode': 'DAY'}
DAZ,AF,,,,
DBA,PK,,,,
DBD,IN,,,,
DBM,ET,,,,
DBN,US,,,,
DBO,AU,,,,
DBP,PG,,,,
DBQ,US,,,,
DBS,US,,,,
DBT,ET,,,,
DBV,HR,,,,{'AirportCode': 'DBV'}
DBY,AU,,,,
DCI,IT,,,,
DCK,US,,,,
DCM,FR,,,,
DCR,US,,,,
DCT,BS,,,,
DCU,US,,,,
DCY,CN,,,,
DDC,US,,,,{'AirportCode': 'DDC'}
DDG,CN,,,,{'AirportCode': 'DDG'}
DDI,AU,,,,
DDM,PG,,,,
DDN,AU,,,,
DDP,PR,,,,
DDU,PK,,,,
DEB,HU,,,,{'AirportCode': 'DEB'}
DEC,US,,,,
DED,IN,,,,
DEH,US,,,,
DEI,SC,,,,
DEL,IN,,,,{'AirportCode': 'DEL'}
DEM,ET,,,,
DEN,US,,,,{'AirportCode': 'DEN'}
DEO,US,,,,
DEP,IN,,,,
DER,PG,,,,
DES,SC,,,,
DEZ,SY,,,,
DFI,US,,,,
DFP,AU,,,,
DFW,US,,,,{'AirportCode': 'DFW'}
DGA,BZ,,,,
DGB,US,,,,
DGC,ET,,,,
DGE,AU,,,,
DGG,PG,,,,
DGN,US,,,,
DGO,MX,,,,{'AirportCode': 'DGO'}
DGP,LV,,,,
DGR,NZ,,,,
DGT,PH,,,,
DGU,BF,,,,
DGW,US,,,,
DHA,SA,,,,
DHD,AU,,,,
DHI,NP,,,,
DHL,YE,,,,
DHM,IN,,,,
DHN,US,,,,
DHR,NL,,,,
DHT,US,,,,
DIB,IN,,,,{'AirportCode': 'DIB'}
DIC,ZR,,,,
DIE,MG,,,,
DIJ,FR,,,,
DIK,US,,,,{'AirportCode': 'DIK'}
DIL,ID,,,,
DIM,CI,,,,
DIN,VN,,,,
DIO,US,,,,
DIP,BF,,,,
DIQ,BR,,,,
DIR,ET,,,,{'AirportCode': 'DIR'}
DIS,CG,,,,
DIU,IN,,,,
DIV,CI,,,,
DIY,TR,,,,{'AirportCode': 'DIY'}
DJA,BJ,,,,
DJB,ID,,,,
DJE,TN,,,,{'AirportCode': 'DJE'}
DJG,DZ,,,,
DJJ,ID,,,,
DJM,CG,,,,
DJN,US,,,,
DJO,CI,,,,
DJU,IS,,,,
DKI,AU,,,,
DKK,US,,,,
DKR,SN,,,,"{'AirportCode': ['DKR', 'DSS']}"
DKS,RU,,,,
DKV,AU,,,,
DLA,CM,,,,{'AirportCode': 'DLA'}
DLB,PG,,,,
DLC,CN,,,,{'AirportCode': 'DLC'}
DLD,NO,,,,
DLE,FR,,,,
DLG,US,,,,
DLH,US,,,,{'AirportCode': 'DLH'}
DLI,VN,,,,
DLK,AU,,,,
DLL,US,,,,
DLM,TR,,,,{'AirportCode': 'DLM'}
DLN,US,,,,
DLO,US,,,,
DLS,US,,,,
DLV,AU,,,,
DLY,VU,,,,
DLZ,MN,,,,
DMB,KZ,,,,
DMD,AU,,,,
DMM,SA,,,,{'AirportCode': 'DMM'}
DMN,US,,,,
DMO,US,,,,
DMR,YE,,,,
DMT,BR,,,,
DMU,IN,,,,{'AirportCode': 'DMU'}
DNB,AU,,,,
DNC,CI,,,,
DND,GB,,,,
DNF,LY,,,,
DNH,CN,,,,{'AirportCode': 'DNH'}
DNI,SD,,,,
DNK,UA,,,,{'AirportCode': 'DNK'}
DNM,AU,,,,
DNN,US,,,,
DNO,BR,,,,
DNP,NP,,,,
DNQ,AU,,,,
DNR,FR,,,,
DNS,US,,,,
DNU,PG,,,,
DNV,US,,,,
DNX,SD,,,,
DNZ,TR,,,,{'AirportCode': 'DNZ'}
DOA,MG,,,,
DOB,ID,,,,
DOC,GB,,,,
DOD,TZ,,,,
DOE,SR,,,,
DOF,US,,,,
DOG,SD,,,,
DOH,QA,,,,{'AirportCode': 'DOH'}
DOI,PG,,,,
DOK,UA,,,,{'AirportCode': 'DOK'}
DOL,FR,,,,
DOM,DM,,,,
DON,GT,,,,
DOO,PG,,,,
DOP,NP,,,,
DOR,BF,,,,
DOS,PG,,,,
DOU,BR,,,,
DOV,US,,,,
DOX,AU,,,,
DPE,FR,,,,
DPG,US,,,,
DPK,US,,,,
DPL,PH,,,,
DPO,AU,,,,
DPS,ID,,,,{'AirportCode': 'DPS'}
DPU,PG,,,,
DQA,CN,,,,{'AirportCode': 'DQA'}
DRA,US,,,,
DRB,AU,,,,
DRC,AO,,,,
DRE,US,,,,
DRF,US,,,,
DRG,US,,,,
DRH,ID,,,,
DRI,US,,,,
DRJ,SR,,,,
DRM,GR,,,,
DRN,AU,,,,
DRO,US,,,,{'AirportCode': 'DRO'}
DRR,AU,,,,
DRS,DE,,,,{'AirportCode': 'DRS'}
DRT,US,,,,{'AirportCode': 'DRT'}
DRU,US,,,,
DRW,AU,,,,{'AirportCode': 'DRW'}
DSC,CM,,,,
DSD,GP,,,,
DSE,ET,,,,{'AirportCode': 'DSE'}
DSG,PH,,,,
DSI,US,,,,
DSK,PK,,,,
DSL,SL,,,,
DSM,US,,,,{'AirportCode': 'DSM'}
DSN,CN,,,,{'AirportCode': 'DSN'}
DSV,US,,,,
DTA,US,,,,
DTD,ID,,,,
DTE,PH,,,,
DTH,US,,,,
DTL,US,,,,
DTM,DE,,,,"{'AirportCode': ['DTM', 'DTZ']}"
DTR,US,,,,
DTT,US,,,,{'AirportCode': 'DTW'}
DUA,US,,,,
DUB,IE,,,,{'AirportCode': 'DUB'}
DUC,US,,,,
DUD,NZ,,,,{'AirportCode': 'DUD'}
DUE,AO,,,,
DUF,US,,,,
DUG,US,,,,
DUI,DE,,,,
DUJ,US,,,,
DUK,ZA,,,,
DUM,ID,,,,
DUN,GL,,,,
DUQ,CA,,,,
DUR,ZA,,,,{'AirportCode': 'DUR'}
DUS,DE,,,,"{'AirportCode': ['DUS', 'NRN', 'QDU']}"
DUT,US,,,,
DVA,RO,,,,{'AirportCode': 'DVA'}
DVL,US,,,,{'AirportCode': 'DVL'}
DVN,US,,,,
DVO,PH,,,,{'AirportCode': 'DVO'}
DVP,AU,,,,
DVR,AU,,,,
DWA,MW,,,,
DWB,MG,,,,
DXA,FR,,,,
DXB,AE,,,,{'AirportCode': 'DXB'}
DXD,AU,,,,
DXR,US,,,,
DYA,AU,,,,
DYG,CN,,,,{'AirportCode': 'DYG'}
DYL,US,,,,
DYM,AU,,,,
DYR,RU,,,,
DYU,TJ,,,,{'AirportCode': 'DYU'}
DYW,AU,,,,
DZA,YT,,,,
DZI,CO,,,,
DZN,KZ,,,,
DZO,UY,,,,
DZU,CN,,,,{'AirportCode': 'DAX'}
EAA,US,,,,
EAB,YE,,,,
EAE,VU,,,,
EAM,SA,,,,
EAN,US,,,,
EAR,US,,,,{'AirportCode': 'EAR'}
EAS,ES,,,,
EAT,US,,,,{'AirportCode': 'EAT'}
EAU,US,,,,{'AirportCode': 'EAU'}
EBA,IT,,,,
EBB,UG,,,,{'AirportCode': 'EBB'}
EBD,SD,,,,
EBG,CO,,,,
EBJ,DK,,,,{'AirportCode': 'EBJ'}
EBL,IQ,,,,{'AirportCode': 'EBL'}
EBM,TN,,,,
EBN,MH,,,,
EBO,MH,,,,
EBS,US,,,,
EBU,FR,,,,
EBW,CM,,,,
ECA,US,,,,{'AirportCode': 'ECA'}
ECG,US,,,,
ECH,AU,,,,
ECN,CY,,,,
ECO,CO,,,,
ECP,US,,,,{'AirportCode': 'ECP'}
ECR,CO,,,,
ECS,US,,,,
EDA,US,,,,
EDB,SD,,,,
EDD,AU,,,,
EDE,US,,,,
EDG,US,,,,
EDI,GB,,,,{'AirportCode': 'EDI'}
EDK,US,,,,
EDL,KE,,,,
EDM,FR,,,,
EDO,TR,,,,{'AirportCode': 'EDO'}
EDQ,HN,,,,
EDR,AU,,,,
EED,US,,,,
EEK,US,,,,
EEN,US,,,,
EFB,US,,,,
EFG,PG,,,,
EFK,US,,,,
EFL,GR,,,,{'AirportCode': 'EFL'}
EFO,US,,,,
EFW,US,,,,
EGA,PG,,,,
EGC,FR,,,,
EGE,US,,,,{'AirportCode': 'EGE'}
EGL,ET,,,,
EGM,SB,,,,
EGN,SD,,,,
EGO,RU,,,,{'AirportCode': 'EGO'}
EGP,US,,,,
EGS,IS,,,,
EGV,US,,,,
EGX,US,,,,
EHL,AR,,,,
EHM,US,,,,
EHT,US,,,,
EIA,PG,,,,
EIE,RU,,,,
EIH,AU,,,,
EIN,NL,,,,
EIS,VG,,,,
EIY,IL,,,,
EIZ,DE,,,,
EJA,CO,,,,{'AirportCode': 'EJA'}
EJH,SA,,,,
EJQ,CN,,,,{'AirportCode': 'WDS'}
EKA,US,,,,
EKB,KZ,,,,
EKD,AU,,,,
EKE,GY,,,,
EKI,US,,,,
EKN,US,,,,
EKO,US,,,,
EKT,SE,,,,
EKX,US,,,,
ELA,US,,,,
ELB,CO,,,,
ELC,AU,,,,
ELD,US,,,,
ELE,PA,,,,
ELF,SD,,,,
ELG,DZ,,,,
ELH,BS,,,,
ELI,US,,,,
ELJ,CO,,,,
ELK,US,,,,
ELL,ZA,,,,
ELM,US,,,,{'AirportCode': 'ELM'}
ELN,US,,,,
ELO,AR,,,,
ELP,US,,,,{'AirportCode': 'ELP'}
ELQ,SA,,,,
ELR,ID,,,,
ELS,ZA,,,,{'AirportCode': 'ELS'}
ELT,EG,,,,
ELU,DZ,,,,
ELV,US,,,,
ELW,US,,,,
ELY,US,,,,
ELZ,US,,,,
EMA,GB,,,,{'AirportCode': 'EMA'}
EMD,AU,,,,
EME,DE,,,,
EMG,ZA,,,,
EMI,PG,,,,
EMK,US,,,,
EMM,US,,,,
EMN,MR,,,,
EMO,PG,,,,
EMP,US,,,,
EMS,PG,,,,
EMT,US,,,,
EMX,AR,,,,
EMY,EG,,,,
ENA,US,,,,
ENB,AU,,,,
ENE,ID,,,,
ENF,FI,,,,
ENH,CN,,,,
ENI,PH,,,,
ENJ,GT,,,,
ENK,GB,,,,
ENL,US,,,,
ENN,US,,,,
ENO,PY,,,,
ENS,NL,,,,
ENT,MH,,,,
ENU,NG,,,,{'AirportCode': 'ENU'}
ENV,US,,,,
ENW,US,,,,
ENY,CN,,,,
EOI,GB,,,,
EOK,US,,,,
EOR,VE,,,,
EOS,US,,,,
EOZ,VE,,,,
EPG,US,,,,
EPH,US,,,,
EPI,VU,,,,
EPK,CY,,,,
EPL,FR,,,,
EPN,CG,,,,
EPR,AU,,,,
EPT,PG,,,,
EQS,AR,,,,
ERA,SO,,,,
ERB,AU,,,,
ERC,TR,,,,{'AirportCode': 'ERC'}
ERD,UA,,,,
ERE,PG,,,,
ERF,DE,,,,
ERH,MA,,,,
ERI,US,,,,{'AirportCode': 'ERI'}
ERM,BR,,,,
ERN,BR,,,,
ERO,US,,,,
ERR,US,,,,
ERT,MN,,,,
ERU,PG,,,,
ERV,US,,,,
ERZ,TR,,,,{'AirportCode': 'ERZ'}
ESA,PG,,,,
ESC,US,,,,
ESD,US,,,,
ESE,MX,,,,
ESF,US,,,,
ESG,PY,,,,
ESH,GB,,,,
ESI,BR,,,,
ESK,TR,,,,
ESL,RU,,,,
ESM,EC,,,,
ESN,US,,,,
ESO,US,,,,
ESP,US,,,,
ESR,CL,,,,
ESS,DE,,,,
EST,US,,,,
ESW,US,,,,
ETB,US,,,,
ETD,AU,,,,
ETE,ET,,,,
ETH,IL,,,,
ETN,US,,,,
ETS,US,,,,
ETZ,FR,,,,
EUA,TO,,,,
EUC,AU,,,,
EUE,US,,,,
EUF,US,,,,
EUG,US,,,,{'AirportCode': 'EUG'}
EUM,DE,,,,
EUN,MA,,,,
EUO,CO,,,,
EUX,AN,,,,
EVA,US,,,,
EVD,AU,,,,
EVE,NO,,,,{'AirportCode': 'EVE'}
EVG,SE,,,,
EVH,AU,,,,
EVM,US,,,,
EVN,AM,,,,{'AirportCode': 'EVN'}
EVV,US,,,,{'AirportCode': 'EVV'}
EVW,US,,,,
EVX,FR,,,,
EWB,US,,,,
EWE,ID,,,,
EWI,ID,,,,
EWK,US,,,,
EWN,US,,,,{'AirportCode': 'EWN'}
EWO,CG,,,,
EWY,GB,,,,
EXI,US,,,,
EXM,AU,,,,
EXT,GB,,,,
EYL,ML,,,,
EYP,CO,,,,
EYR,US,,,,
EYS,KE,,,,
EYW,US,,,,{'AirportCode': 'EYW'}
EZS,TR,,,,{'AirportCode': 'EZS'}
FAA,GN,,,,
FAB,GB,,,,
FAC,PF,,,,
FAE,FO,,,,{'AirportCode': 'FAE'}
FAF,US,,,,
FAG,IS,,,,
