AirportCode,DepartureAirportCode,ScheduledDepartureLocal,ScheduledDepartureUTC,ActualDepartureLocal,ActualDepartureUTC,DepartureTimeStatus,ArrivalAirportCode,ScheduledArrivalLocal,ScheduledArrivalUTC,ActualArrivalLocal,ActualArrivalUTC,ArrivalTimeStatus,MarketingAirlineID,MarketingFlightNumber,OperatingAirlineID,OperatingFlightNumber,AircraftCode,AircraftRegistration,FlightStatus,ServiceType
JED,JED,2024-06-12T01:30,2024-06-11T22:30Z,,,Flight On Time,BKK,2024-06-12T13:45,2024-06-12T06:45Z,,,Flight On Time,SV,844,SV,844,787,,No status,Passenger
JED,JED,2024-06-12T01:30,2024-06-11T22:30Z,,,Flight On Time,RUH,2024-06-12T03:20,2024-06-12T00:20Z,,,Flight On Time,SV,1078,SV,1078,333,,No status,Passenger
JED,JED,2024-06-12T01:30,2024-06-11T22:30Z,,,Flight On Time,RUH,2024-06-12T03:20,2024-06-12T00:20Z,,,Flight On Time,SV,1094,SV,1094,320,,No status,Passenger
JED,JED,2024-06-12T01:35,2024-06-11T22:35Z,,,Flight On Time,HYD,2024-06-12T09:40,2024-06-12T04:10Z,,,Flight On Time,SV,754,SV,754,333,,No status,Passenger
JED,JED,2024-06-12T01:50,2024-06-11T22:50Z,,,Flight On Time,ISB,2024-06-12T09:00,2024-06-12T04:00Z,,,Flight On Time,SV,722,SV,722,773,,No status,Passenger
JED,JED,2024-06-12T01:50,2024-06-11T22:50Z,,,Flight On Time,BOM,2024-06-12T09:25,2024-06-12T03:55Z,,,Flight On Time,SV,770,SV,770,333,,No status,Passenger
JED,JED,2024-06-12T01:50,2024-06-11T22:50Z,,,Flight On Time,CGK,2024-06-12T16:00,2024-06-12T09:00Z,,,Flight On Time,SV,818,SV,818,773,,No status,Passenger
JED,JED,2024-06-12T01:50,2024-06-11T22:50Z,,,Flight On Time,BLR,2024-06-12T10:15,2024-06-12T04:45Z,,,Flight On Time,SV,866,SV,866,333,,No status,Passenger
JED,JED,2024-06-12T01:55,2024-06-11T22:55Z,,,Flight On Time,KUL,2024-06-12T15:55,2024-06-12T07:55Z,,,Flight On Time,SV,834,SV,834,789,,No status,Passenger
JED,JED,2024-06-12T02:00,2024-06-11T23:00Z,,,Flight On Time,DEL,2024-06-12T09:45,2024-06-12T04:15Z,,,Flight On Time,SV,756,SV,756,773,,No status,Passenger
JFK,JFK,2024-06-12T00:20,2024-06-12T04:20Z,,,Flight On Time,IST,2024-06-12T17:15,2024-06-12T14:15Z,,,Flight On Time,TK,012,TK,012,77W,,No status,Passenger
JFK,JFK,2024-06-12T01:20,2024-06-12T05:20Z,,,Flight On Time,UIO,2024-06-12T06:40,2024-06-12T11:40Z,,,Flight On Time,AV,7397,AV,7397,320,,No status,Passenger
JFK,JFK,2024-06-12T01:20,2024-06-12T05:20Z,,,Flight On Time,DOH,2024-06-12T20:40,2024-06-12T17:40Z,2024-06-12T19:53,2024-06-12T16:53Z,Flight Early,QR,706,QR,706,359,A7AMI,Flight Landed,Passenger
JFK,JFK,2024-06-12T01:40,2024-06-12T05:40Z,,,Flight On Time,HND,2024-06-13T04:45,2024-06-12T19:45Z,,,Flight On Time,JL,003,JL,003,77W,,No status,Passenger
JFK,JFK,2024-06-12T01:55,2024-06-12T05:55Z,,,Flight On Time,HKG,2024-06-13T05:35,2024-06-12T21:35Z,,,Flight On Time,CX,843,CX,843,359,,No status,Passenger
JFK,JFK,2024-06-12T02:00,2024-06-12T06:00Z,,,Flight On Time,GYE,2024-06-12T07:40,2024-06-12T12:40Z,,,Flight On Time,AV,7393,AV,7393,320,,No status,Passenger
JFK,JFK,2024-06-12T02:55,2024-06-12T06:55Z,,,Flight On Time,SAL,2024-06-12T05:45,2024-06-12T11:45Z,,,Flight On Time,AV,567,AV,567,320,,No status,Passenger
JFK,JFK,2024-06-12T03:30,2024-06-12T07:30Z,,,Flight On Time,SAL,2024-06-12T06:20,2024-06-12T12:20Z,,,Flight On Time,AV,571,AV,571,320,,No status,Passenger
JFK,JFK,2024-06-12T04:00,2024-06-12T08:00Z,,,Flight On Time,GUA,2024-06-12T06:45,2024-06-12T12:45Z,,,Flight On Time,AV,551,AV,551,320,,No status,Passenger
KEF,KEF,2024-06-12T00:10,2024-06-12T00:10Z,2024-06-12T00:01,2024-06-12T00:01Z,Flight Early,VIE,2024-06-12T06:15,2024-06-12T04:15Z,2024-06-12T06:06,2024-06-12T04:06Z,Flight Early,OS,328,OS,328,320,OELZC,Flight Landed,Passenger
KEF,KEF,2024-06-12T00:15,2024-06-12T00:15Z,,,Flight On Time,MUC,2024-06-12T06:00,2024-06-12T04:00Z,2024-06-12T05:37,2024-06-12T03:37Z,Flight Early,FI,534,FI,534,7M8,TFICI,Flight Landed,Passenger
KHI,KHI,2024-06-12T03:15,2024-06-11T22:15Z,,,Flight On Time,JED,2024-06-12T05:20,2024-06-12T02:20Z,,,Flight On Time,SV,705,SV,705,773,,No status,Passenger
KUL,KUL,2024-06-12T02:15,2024-06-11T18:15Z,,,Flight On Time,JED,2024-06-12T06:05,2024-06-12T03:05Z,,,Flight On Time,SV,841,SV,841,787,,No status,Passenger
KYA,KYA,2024-06-12T00:40,2024-06-11T21:40Z,2024-06-12T01:47,2024-06-11T22:47Z,Flight Delayed,CPH,2024-06-12T03:30,2024-06-12T01:30Z,,,Flight Delayed,XQ,724,XQ,724,73H,TCSPM,Flight Departed,Passenger
LCA,LCA,2024-06-12T02:15,2024-06-11T23:15Z,2024-06-12T02:05,2024-06-11T23:05Z,Flight Early,BEY,2024-06-12T02:55,2024-06-11T23:55Z,2024-06-12T02:49,2024-06-11T23:49Z,Flight Early,LH,1302,LH,1302,32Q,DAIEM,Flight Landed,Passenger
LIM,LIM,2024-06-12T00:05,2024-06-12T05:05Z,,,Flight On Time,JFK,2024-06-12T09:05,2024-06-12T13:05Z,,,Flight On Time,LA,2468,LA,2468,763,,No status,Passenger
LOS,LOS,2024-06-11T23:10,2024-06-11T22:10Z,2024-06-12T03:45,2024-06-12T02:45Z,Flight Delayed,FRA,2024-06-12T06:40,2024-06-12T04:40Z,2024-06-12T10:48,2024-06-12T08:48Z,Flight Delayed,LH,569,LH,569,333,DAIKN,Flight Landed,Passenger
MAA,MAA,2024-06-12T01:50,2024-06-11T20:20Z,2024-06-12T02:12,2024-06-11T20:42Z,Flight Delayed,FRA,2024-06-12T08:30,2024-06-12T06:30Z,2024-06-12T09:00,2024-06-12T07:00Z,Flight Delayed,LH,759,LH,759,343,DAIGY,Flight Landed,Passenger
MCT,MCT,2024-06-12T00:10,2024-06-11T20:10Z,,,Flight On Time,JED,2024-06-12T02:20,2024-06-11T23:20Z,,,Flight On Time,SV,5485,SV,5485,AB6,,No status,Passenger
MLX,MLX,2024-06-11T22:55,2024-06-11T19:55Z,2024-06-12T00:07,2024-06-11T21:07Z,Flight Delayed,ADB,2024-06-12T00:45,2024-06-11T21:45Z,2024-06-12T01:56,2024-06-11T22:56Z,Flight Delayed,XQ,9331,XQ,9331,73H,TCSOR,Flight Landed,Passenger
NDR,NDR,2024-06-12T02:15,2024-06-12T01:15Z,2024-06-12T02:49,2024-06-12T01:49Z,Flight Delayed,CGN,2024-06-12T06:15,2024-06-12T04:15Z,2024-06-12T06:41,2024-06-12T04:41Z,Flight Delayed,EW,385,EW,385,73H,OKTVT,Flight Landed,Passenger
NUE,NUE,2024-06-12T00:20,2024-06-11T22:20Z,2024-06-12T00:35,2024-06-11T22:35Z,Flight On Time,AYT,2024-06-12T04:30,2024-06-12T01:30Z,2024-06-12T04:29,2024-06-12T01:29Z,Flight Early,XQ,169,XQ,169,73H,TCSEY,Flight Landed,Passenger
NUE,NUE,2024-06-12T00:30,2024-06-11T22:30Z,,,Flight On Time,ADB,2024-06-12T04:15,2024-06-12T01:15Z,2024-06-12T04:17,2024-06-12T01:17Z,Flight On Time,XQ,939,XQ,939,73H,TCSPN,Flight Landed,Passenger
NUE,NUE,2024-06-12T02:50,2024-06-12T00:50Z,2024-06-12T02:55,2024-06-12T00:55Z,Flight On Time,AYT,2024-06-12T07:00,2024-06-12T04:00Z,2024-06-12T06:57,2024-06-12T03:57Z,Flight Early,XQ,167,XQ,167,73H,TCSOO,Flight Landed,Passenger
NUE,NUE,2024-06-12T03:15,2024-06-12T01:15Z,,,Flight On Time,AYT,2024-06-12T07:25,2024-06-12T04:25Z,2024-06-12T07:33,2024-06-12T04:33Z,Flight On Time,XQ,165,XQ,165,73H,TCSOH,Flight Landed,Passenger
NUE,NUE,2024-06-12T03:50,2024-06-12T01:50Z,2024-06-12T03:51,2024-06-12T01:51Z,Flight On Time,PMI,2024-06-12T06:00,2024-06-12T04:00Z,2024-06-12T06:11,2024-06-12T04:11Z,Flight On Time,EW,6815,EW,6815,32N,9HENB,Flight Landed,Passenger
OGU,OGU,2024-06-12T03:45,2024-06-12T00:45Z,2024-06-12T03:45,2024-06-12T00:45Z,Flight On Time,DUS,2024-06-12T06:50,2024-06-12T04:50Z,2024-06-12T06:39,2024-06-12T04:39Z,Flight Early,XQ,1330,XQ,1330,73H,TCSPU,Flight Landed,Passenger
PAD,PAD,2024-06-12T01:55,2024-06-11T23:55Z,2024-06-12T01:49,2024-06-11T23:49Z,Flight Early,AYT,2024-06-12T06:25,2024-06-12T03:25Z,2024-06-12T06:16,2024-06-12T03:16Z,Flight Early,XQ,367,XQ,367,320,LYMLJ,Flight Landed,Passenger
PAD,PAD,2024-06-12T03:15,2024-06-12T01:15Z,2024-06-12T03:11,2024-06-12T01:11Z,Flight Early,AYT,2024-06-12T07:45,2024-06-12T04:45Z,2024-06-12T07:35,2024-06-12T04:35Z,Flight Early,XQ,369,XQ,369,73H,TCSEI,Flight Landed,Passenger
PEK,PEK,2024-06-12T02:20,2024-06-11T18:20Z,2024-06-12T03:14,2024-06-11T19:14Z,Flight Delayed,MUC,2024-06-12T06:20,2024-06-12T04:20Z,2024-06-12T07:29,2024-06-12T05:29Z,Flight Delayed,CA,961,CA,961,773,B2037,Flight Landed,Passenger
PEK,PEK,2024-06-12T02:30,2024-06-11T18:30Z,2024-06-12T02:56,2024-06-11T18:56Z,Flight Delayed,FRA,2024-06-12T06:50,2024-06-12T04:50Z,2024-06-12T07:01,2024-06-12T05:01Z,Flight Delayed,CA,965,CA,965,773,B2036,Flight Landed,Passenger
PMI,PMI,2024-06-11T21:20,2024-06-11T19:20Z,2024-06-12T00:20,2024-06-11T22:20Z,Flight Delayed,NUE,2024-06-11T23:25,2024-06-11T21:25Z,2024-06-12T02:18,2024-06-12T00:18Z,Flight Delayed,DE,1131,DE,1131,32B,DATCF,Flight Landed,Passenger
PMI,PMI,2024-06-11T23:05,2024-06-11T21:05Z,2024-06-12T00:27,2024-06-11T22:27Z,Flight Delayed,NUE,2024-06-12T01:20,2024-06-11T23:20Z,2024-06-12T02:27,2024-06-12T00:27Z,Flight Delayed,EW,6814,EW,6814,32N,9HENB,Flight Landed,Passenger
PMI,PMI,2024-06-11T23:55,2024-06-11T21:55Z,2024-06-12T00:05,2024-06-11T22:05Z,Flight On Time,CGN,2024-06-12T02:15,2024-06-12T00:15Z,2024-06-12T02:09,2024-06-12T00:09Z,Flight Early,EW,591,EW,591,32A,9HEWB,Flight Landed,Passenger
ADA,ADA,2024-06-13T03:40,2024-06-13T00:40Z,2024-06-13T03:27,2024-06-13T00:27Z,Flight Early,FRA,2024-06-13T06:45,2024-06-13T04:45Z,2024-06-13T06:23,2024-06-13T04:23Z,Flight Early,XQ,780,XQ,780,7M8,TCSOM,Flight Landed,Passenger
ADB,ADB,2024-06-13T01:30,2024-06-12T22:30Z,2024-06-13T01:28,2024-06-12T22:28Z,Flight Early,PRN,2024-06-13T02:05,2024-06-13T00:05Z,2024-06-13T01:52,2024-06-12T23:52Z,Flight Early,XQ,822,XQ,822,73H,TCSOR,Flight Landed,Passenger
ADB,ADB,2024-06-13T02:30,2024-06-12T23:30Z,2024-06-13T02:21,2024-06-12T23:21Z,Flight Early,NUE,2024-06-13T04:25,2024-06-13T02:25Z,,,Flight Early,XQ,838,XQ,838,73H,TCSPP,Flight Departed,Passenger
ADB,ADB,2024-06-13T02:30,2024-06-12T23:30Z,2024-06-13T02:24,2024-06-12T23:24Z,Flight Early,HAJ,2024-06-13T04:50,2024-06-13T02:50Z,2024-06-13T04:41,2024-06-13T02:41Z,Flight Early,XQ,994,XQ,994,7M8,TCSOK,Flight Landed,Passenger
ADB,ADB,2024-06-13T03:50,2024-06-13T00:50Z,2024-06-13T04:10,2024-06-13T01:10Z,Flight Delayed,DTM,2024-06-13T06:10,2024-06-13T04:10Z,2024-06-13T06:26,2024-06-13T04:26Z,Flight Delayed,XQ,936,XQ,936,73H,TCSEU,Flight Landed,Passenger
ADB,ADB,2024-06-13T03:50,2024-06-13T00:50Z,2024-06-13T03:48,2024-06-13T00:48Z,Flight Early,DUS,2024-06-13T06:15,2024-06-13T04:15Z,2024-06-13T06:09,2024-06-13T04:09Z,Flight Early,XQ,988,XQ,988,73H,TCSNN,Flight Landed,Passenger
ADD,ADD,2024-06-13T00:05,2024-06-12T21:05Z,,,Flight On Time,FRA,2024-06-13T06:25,2024-06-13T04:25Z,2024-06-13T06:39,2024-06-13T04:39Z,Flight On Time,ET,706,ET,706,359,ETAVD,Flight Landed,Passenger
ADD,ADD,2024-06-13T00:05,2024-06-12T21:05Z,,,Flight On Time,CDG,2024-06-13T06:45,2024-06-13T04:45Z,,,Flight On Time,ET,734,ET,734,359,,No status,Passenger
ADD,ADD,2024-06-13T00:35,2024-06-12T21:35Z,,,Flight On Time,VIE,2024-06-13T05:55,2024-06-13T03:55Z,2024-06-13T06:28,2024-06-13T04:28Z,Flight Delayed,ET,730,ET,730,77L,WILAD,Flight Landed,Passenger
AGP,AGP,2024-06-13T01:15,2024-06-12T23:15Z,,,Flight On Time,HEL,2024-06-13T06:45,2024-06-13T03:45Z,,,Flight On Time,AY,1676,AY,1676,32B,,No status,Passenger
AHB,AHB,2024-06-13T00:05,2024-06-12T21:05Z,,,Flight On Time,JED,2024-06-13T01:25,2024-06-12T22:25Z,,,Flight On Time,SV,1621,SV,1621,320,,No status,Passenger
AHB,AHB,2024-06-13T01:45,2024-06-12T22:45Z,,,Flight On Time,JED,2024-06-13T03:05,2024-06-13T00:05Z,,,Flight On Time,SV,1643,SV,1643,320,,No status,Passenger
ALA,ALA,2024-06-13T03:15,2024-06-12T22:15Z,2024-06-13T03:11,2024-06-12T22:11Z,Flight Early,FRA,2024-06-13T08:20,2024-06-13T06:20Z,2024-06-13T08:10,2024-06-13T06:10Z,Flight Early,LH,651,LH,651,333,DAIKS,Flight Landed,Passenger
ALG,ALG,2024-06-13T01:50,2024-06-13T00:50Z,2024-06-13T01:45,2024-06-13T00:45Z,Flight Early,FRA,2024-06-13T05:30,2024-06-13T03:30Z,2024-06-13T05:14,2024-06-13T03:14Z,Flight Early,LH,1319,LH,1319,321,DAISU,Flight Landed,Passenger
AMM,AMM,2024-06-13T03:45,2024-06-13T00:45Z,2024-06-13T04:00,2024-06-13T01:00Z,Flight On Time,FRA,2024-06-13T07:30,2024-06-13T05:30Z,2024-06-13T07:40,2024-06-13T05:40Z,Flight On Time,LH,693,LH,693,32Q,DAIEN,Flight Landed,Passenger
ARN,ARN,2024-06-12T23:35,2024-06-12T21:35Z,2024-06-13T00:46,2024-06-12T22:46Z,Flight Delayed,KYA,2024-06-13T04:40,2024-06-13T01:40Z,2024-06-13T05:38,2024-06-13T02:38Z,Flight Delayed,XQ,709,XQ,709,73H,TCSPM,Flight Landed,Passenger
ASR,ASR,2024-06-13T03:25,2024-06-13T00:25Z,2024-06-13T03:28,2024-06-13T00:28Z,Flight On Time,DUS,2024-06-13T06:30,2024-06-13T04:30Z,2024-06-13T06:19,2024-06-13T04:19Z,Flight Early,XQ,798,XQ,798,73H,TCSOB,Flight Landed,Passenger
ATH,ATH,2024-06-12T23:55,2024-06-12T20:55Z,2024-06-13T00:59,2024-06-12T21:59Z,Flight Delayed,CAI,2024-06-13T01:50,2024-06-12T22:50Z,2024-06-13T02:53,2024-06-12T23:53Z,Flight Delayed,A3,930,A3,930,321,SXDVZ,Flight Landed,Passenger
AUH,AUH,2024-06-13T02:10,2024-06-12T22:10Z,,,Flight On Time,FRA,2024-06-13T06:55,2024-06-13T04:55Z,2024-06-13T07:08,2024-06-13T05:08Z,Flight On Time,EY,121,EY,121,789,A6BNB,Flight Landed,Passenger
AUH,AUH,2024-06-13T02:30,2024-06-12T22:30Z,,,Flight On Time,MUC,2024-06-13T07:00,2024-06-13T05:00Z,2024-06-13T07:11,2024-06-13T05:11Z,Flight On Time,EY,125,EY,125,789,A6BNF,Flight Landed,Passenger
AUH,AUH,2024-06-13T03:05,2024-06-12T23:05Z,,,Flight On Time,ORD,2024-06-13T08:50,2024-06-13T13:50Z,,,Flight On Time,EY,151,EY,151,351,,No status,Passenger
AUH,AUH,2024-06-13T03:15,2024-06-12T23:15Z,,,Flight On Time,CAI,2024-06-13T06:10,2024-06-13T03:10Z,,,Flight On Time,EY,657,EY,657,32Q,,No status,Passenger
AYT,AYT,2024-06-12T23:45,2024-06-12T20:45Z,2024-06-13T00:03,2024-06-12T21:03Z,Flight Delayed,FMO,2024-06-13T02:45,2024-06-13T00:45Z,2024-06-13T03:15,2024-06-13T01:15Z,Flight Delayed,XQ,256,XQ,256,73H,TCSOV,Flight Landed,Passenger
AYT,AYT,2024-06-12T23:55,2024-06-12T20:55Z,2024-06-13T00:31,2024-06-12T21:31Z,Flight Delayed,CGN,2024-06-13T02:55,2024-06-13T00:55Z,2024-06-13T03:26,2024-06-13T01:26Z,Flight Delayed,XQ,112,XQ,112,73H,TCSPA,Flight Landed,Passenger
AYT,AYT,2024-06-13T00:05,2024-06-12T21:05Z,2024-06-13T00:10,2024-06-12T21:10Z,Flight On Time,TBS,2024-06-13T03:15,2024-06-12T23:15Z,,,Flight On Time,XQ,302,XQ,302,73H,TCSOO,Flight Departed,Passenger
AYT,AYT,2024-06-13T04:00,2024-06-13T01:00Z,2024-06-13T03:53,2024-06-13T00:53Z,Flight Early,PRN,2024-06-13T05:05,2024-06-13T03:05Z,2024-06-13T05:03,2024-06-13T03:03Z,Flight Early,XQ,654,XQ,654,73H,TCSPK,Flight Landed,Passenger
BJV,BJV,2024-06-13T00:50,2024-06-12T21:50Z,2024-06-13T00:49,2024-06-12T21:49Z,Flight Early,CGN,2024-06-13T03:25,2024-06-13T01:25Z,2024-06-13T03:25,2024-06-13T01:25Z,Flight On Time,XQ,600,XQ,600,73H,TCSPY,Flight Landed,Passenger
BKK,BKK,2024-06-12T23:40,2024-06-12T16:40Z,2024-06-13T00:01,2024-06-12T17:01Z,Flight Delayed,VIE,2024-06-13T05:35,2024-06-13T03:35Z,2024-06-13T05:55,2024-06-13T03:55Z,Flight Delayed,OS,026,OS,026,772,OELPB,Flight Landed,Passenger
BKK,BKK,2024-06-13T00:50,2024-06-12T17:50Z,2024-06-13T01:24,2024-06-12T18:24Z,Flight Delayed,MUC,2024-06-13T07:05,2024-06-13T05:05Z,2024-06-13T07:46,2024-06-13T05:46Z,Flight Delayed,TG,924,TG,924,359,HSTHY,Flight Landed,Passenger
BKK,BKK,2024-06-13T02:15,2024-06-12T19:15Z,,,Flight On Time,JED,2024-06-13T06:30,2024-06-13T03:30Z,,,Flight On Time,SV,849,SV,849,789,,No status,Passenger
BLR,BLR,2024-06-13T03:00,2024-06-12T21:30Z,2024-06-13T03:04,2024-06-12T21:34Z,Flight On Time,FRA,2024-06-13T09:00,2024-06-13T07:00Z,2024-06-13T09:03,2024-06-13T07:03Z,Flight On Time,LH,755,LH,755,74H,DABYI,Flight Landed,Passenger
BOM,BOM,2024-06-13T00:55,2024-06-12T19:25Z,2024-06-13T01:00,2024-06-12T19:30Z,Flight On Time,MUC,2024-06-13T05:55,2024-06-13T03:55Z,2024-06-13T05:52,2024-06-13T03:52Z,Flight Early,LH,767,LH,767,346,DAIHP,Flight Landed,Passenger
BOM,BOM,2024-06-13T00:55,2024-06-12T19:25Z,2024-06-13T01:00,2024-06-12T19:30Z,Flight On Time,ZRH,2024-06-13T06:15,2024-06-13T04:15Z,2024-06-13T06:18,2024-06-13T04:18Z,Flight On Time,LX,155,LX,155,333,HBJHC,Flight Landed,Passenger
BOM,BOM,2024-06-13T02:20,2024-06-12T20:50Z,,,Flight On Time,JED,2024-06-13T05:00,2024-06-13T02:00Z,,,Flight On Time,SV,773,SV,773,333,,No status,Passenger
BOM,BOM,2024-06-13T02:45,2024-06-12T21:15Z,2024-06-13T02:49,2024-06-12T21:19Z,Flight On Time,FRA,2024-06-13T08:10,2024-06-13T06:10Z,2024-06-13T07:58,2024-06-13T05:58Z,Flight Early,LH,757,LH,757,744,DABVX,Flight Landed,Passenger
CAI,CAI,2024-06-13T01:10,2024-06-12T22:10Z,,,Flight On Time,JED,2024-06-13T03:30,2024-06-13T00:30Z,,,Flight On Time,SV,386,SV,386,330,,No status,Passenger
CAI,CAI,2024-06-13T02:05,2024-06-12T23:05Z,,,Flight On Time,DOH,2024-06-13T05:10,2024-06-13T02:10Z,,,Flight On Time,QR,1306,QR,1306,789,,No status,Passenger
CAI,CAI,2024-06-13T03:10,2024-06-13T00:10Z,2024-06-13T03:29,2024-06-13T00:29Z,Flight Delayed,ZRH,2024-06-13T06:30,2024-06-13T04:30Z,2024-06-13T06:37,2024-06-13T04:37Z,Flight Delayed,LX,239,LX,239,32N,HBJDA,Flight Landed,Passenger
CAI,CAI,2024-06-13T03:25,2024-06-13T00:25Z,2024-06-13T03:55,2024-06-13T00:55Z,Flight Delayed,MUC,2024-06-13T06:25,2024-06-13T04:25Z,2024-06-13T06:37,2024-06-13T04:37Z,Flight Delayed,LH,587,LH,587,32N,DAINO,Flight Landed,Passenger
CAI,CAI,2024-06-13T03:40,2024-06-13T00:40Z,2024-06-13T03:43,2024-06-13T00:43Z,Flight On Time,VIE,2024-06-13T06:15,2024-06-13T04:15Z,2024-06-13T06:06,2024-06-13T04:06Z,Flight Early,OS,866,OS,866,320,OELZD,Flight Landed,Passenger
CAI,CAI,2024-06-13T03:45,2024-06-13T00:45Z,,,Flight On Time,JED,2024-06-13T06:05,2024-06-13T03:05Z,,,Flight On Time,SV,308,SV,308,330,,No status,Passenger
CAI,CAI,2024-06-13T04:00,2024-06-13T01:00Z,2024-06-13T03:59,2024-06-13T00:59Z,Flight Early,ATH,2024-06-13T06:00,2024-06-13T03:00Z,2024-06-13T05:49,2024-06-13T02:49Z,Flight Early,A3,931,A3,931,321,SXDVZ,Flight Landed,Passenger
CDG,CDG,2024-06-13T01:45,2024-06-12T23:45Z,,,Flight On Time,TLV,2024-06-13T07:05,2024-06-13T04:05Z,,,Flight On Time,LY,1326,LY,1326,789,,No status,Passenger
CGK,CGK,2024-06-13T00:40,2024-06-12T17:40Z,,,Flight On Time,JED,2024-06-13T06:25,2024-06-13T03:25Z,,,Flight On Time,SV,827,SV,827,773,,No status,Passenger
CGN,CGN,2024-06-12T23:20,2024-06-12T21:20Z,2024-06-13T00:56,2024-06-12T22:56Z,Flight Delayed,TUN,2024-06-13T00:50,2024-06-12T23:50Z,2024-06-13T02:46,2024-06-13T01:46Z,Flight Delayed,EW,382,EW,382,73H,OKTVT,Flight Landed,Passenger
CGN,CGN,2024-06-13T00:20,2024-06-12T22:20Z,2024-06-13T00:25,2024-06-12T22:25Z,Flight On Time,ADB,2024-06-13T04:30,2024-06-13T01:30Z,2024-06-13T04:31,2024-06-13T01:31Z,Flight On Time,XQ,983,XQ,983,7M8,TCSOJ,Flight Landed,Passenger
CGN,CGN,2024-06-13T00:40,2024-06-12T22:40Z,2024-06-13T02:09,2024-06-13T00:09Z,Flight Delayed,AYT,2024-06-13T05:15,2024-06-13T02:15Z,2024-06-13T06:34,2024-06-13T03:34Z,Flight Delayed,XQ,117,XQ,117,73H,TCSEP,Flight Landed,Passenger
CGN,CGN,2024-06-13T01:30,2024-06-12T23:30Z,2024-06-13T02:14,2024-06-13T00:14Z,Flight Delayed,AYT,2024-06-13T06:05,2024-06-13T03:05Z,2024-06-13T06:37,2024-06-13T03:37Z,Flight Delayed,XQ,119,XQ,119,73H,TCSEY,Flight Landed,Passenger
CGN,CGN,2024-06-13T02:45,2024-06-13T00:45Z,2024-06-13T03:37,2024-06-13T01:37Z,Flight Delayed,AYT,2024-06-13T07:20,2024-06-13T04:20Z,,,Flight Delayed,XQ,115,XQ,115,73H,TCSPT,Flight Departed,Passenger
CGN,CGN,2024-06-13T03:30,2024-06-13T01:30Z,2024-06-13T03:27,2024-06-13T01:27Z,Flight Early,RHO,2024-06-13T07:50,2024-06-13T04:50Z,2024-06-13T07:52,2024-06-13T04:52Z,Flight On Time,EW,634,EW,634,73H,OKTVV,Flight Landed,Passenger
CGN,CGN,2024-06-13T03:45,2024-06-13T01:45Z,2024-06-13T04:15,2024-06-13T02:15Z,Flight Delayed,AYT,2024-06-13T08:20,2024-06-13T05:20Z,2024-06-13T09:11,2024-06-13T06:11Z,Flight Delayed,XQ,113,XQ,113,73H,TCSPA,Flight Landed,Passenger
CMN,CMN,2024-06-13T01:15,2024-06-13T00:15Z,2024-06-13T01:33,2024-06-13T00:33Z,Flight Delayed,FRA,2024-06-13T05:40,2024-06-13T03:40Z,2024-06-13T05:45,2024-06-13T03:45Z,Flight Delayed,LH,1331,LH,1331,32V,DAIWF,Flight Landed,Passenger
COK,COK,2024-06-13T03:00,2024-06-12T21:30Z,,,Flight On Time,JED,2024-06-13T06:30,2024-06-13T03:30Z,,,Flight On Time,SV,763,SV,763,333,,No status,Passenger
CPH,CPH,2024-06-13T01:20,2024-06-12T23:20Z,,,Flight On Time,AYT,2024-06-13T06:00,2024-06-13T03:00Z,2024-06-13T05:46,2024-06-13T02:46Z,Flight Early,XQ,573,XQ,573,73H,TCSPV,Flight Landed,Passenger
DAC,DAC,2024-06-13T02:35,2024-06-12T20:35Z,,,Flight On Time,JED,2024-06-13T06:30,2024-06-13T03:30Z,,,Flight On Time,SV,803,SV,803,777,,No status,Passenger
DAR,DAR,2024-06-13T01:30,2024-06-12T22:30Z,,,No status,JED,2024-06-13T06:05,2024-06-13T03:05Z,,,No status,SV,460,SV,460,320,,Flight Cancelled,Passenger
DEL,DEL,2024-06-13T01:10,2024-06-12T19:40Z,2024-06-13T01:22,2024-06-12T19:52Z,Flight On Time,ZRH,2024-06-13T06:20,2024-06-13T04:20Z,2024-06-13T06:33,2024-06-13T04:33Z,Flight On Time,LX,147,LX,147,333,HBJHK,Flight Landed,Passenger
DEL,DEL,2024-06-13T01:20,2024-06-12T19:50Z,2024-06-13T01:19,2024-06-12T19:49Z,Flight Early,MUC,2024-06-13T06:15,2024-06-13T04:15Z,2024-06-13T06:02,2024-06-13T04:02Z,Flight Early,LH,763,LH,763,346,DAIHI,Flight Landed,Passenger
DIY,DIY,2024-06-13T03:30,2024-06-13T00:30Z,2024-06-13T04:20,2024-06-13T01:20Z,Flight Delayed,DUS,2024-06-13T07:00,2024-06-13T05:00Z,,,Flight Delayed,XQ,1360,XQ,1360,73H,TCSPU,Flight Departed,Passenger
DMM,DMM,2024-06-13T02:00,2024-06-12T23:00Z,,,Flight On Time,JED,2024-06-13T04:15,2024-06-13T01:15Z,,,Flight On Time,SV,1131,SV,1131,321,,No status,Passenger
DMM,DMM,2024-06-13T02:00,2024-06-12T23:00Z,,,Flight On Time,JED,2024-06-13T04:15,2024-06-13T01:15Z,,,Flight On Time,SV,8129,SV,8129,320,,No status,Passenger
DMM,DMM,2024-06-13T04:00,2024-06-13T01:00Z,,,Flight On Time,JED,2024-06-13T06:15,2024-06-13T03:15Z,,,Flight On Time,SV,1127,SV,1127,321,,No status,Passenger
