AirportCode,Latitude,Longitude,CityCode,CountryCode,LocationType,AirportName,UtcOffset,TimeZoneId
DRW,-12.4147,130.8767,DRW,AU,Airport,Darwin,9.5,Australia/Darwin
DSE,11.0833,39.7167,DSE,ET,Airport,Dessie,3.0,Africa/Addis_Ababa
DSM,41.5342,-93.6578,DSM,US,Airport,"Des Moines, IA",-5.0,America/Chicago
DSN,39.4922,109.8631,DSN,CN,Airport,Ordos,8.0,Asia/Shanghai
DSS,14.6725,-17.0714,DKR,SN,Airport,DAKAR BLAISE DIAGNE INTERNATIONAL,0.0,Africa/Dakar
DTM,51.5183,7.6122,DTM,DE,Airport,Dortmund,2.0,Europe/Berlin
DTN,0.0,0.0,SHV,US,Airport,Shreveport Downtown,-5.0,America/Chicago
DTW,42.2125,-83.3533,DTT,US,Airport,"Detroit - Wayne County, MI",-4.0,America/New_York
DTZ,51.5178,7.4592,DTM,DE,RailwayStation,DORTMUND HBF RAIL STATION,2.0,Europe/Berlin
DUB,53.4214,-6.27,DUB,IE,Airport,Dublin,1.0,Europe/Dublin
DUD,-45.9292,170.1975,DUD,NZ,Airport,DUNEDIN,12.0,Pacific/Auckland
DUR,-29.6144,31.1164,DUR,ZA,Airport,Durban International Airport,2.0,Africa/Johannesburg
DUS,51.2894,6.7667,DUS,DE,Airport,Dusseldorf - Nordrhein-Westfalen,2.0,Europe/Berlin
DVL,48.1156,-98.9081,DVL,US,Airport,Devils Lake,-5.0,America/Chicago
DVO,7.1253,125.6456,DVO,PH,Airport,Davao,8.0,Asia/Manila
DXB,25.2528,55.3644,DXB,AE,Airport,Dubai,4.0,Asia/Dubai
DYG,29.1044,110.4431,DYG,CN,Airport,Dayong,8.0,Asia/Shanghai
DYU,38.5433,68.825,DYU,TJ,Airport,DUSHANBE INTERNATIONAL,5.0,Asia/Dushanbe
EAR,40.7267,-99.0092,EAR,US,Airport,Kearney,-5.0,America/Chicago
EAT,47.3989,-120.2072,EAT,US,Airport,Wenatchee,-7.0,America/Los_Angeles
EAU,44.8658,-91.4842,EAU,US,Airport,Eau Clair,-5.0,America/Chicago
EBB,0.0425,32.4436,EBB,UG,Airport,Entebbe,3.0,Africa/Kampala
EBJ,55.52638889,8.5525,EBJ,DK,Airport,Esbjerg,2.0,Europe/Copenhagen
EBL,36.2378,43.9631,EBL,IQ,Airport,Erbil,3.0,Asia/Baghdad
ECN,35.1597,33.4883,ECN,,Airport,ERCAN,3.0,Asia/Nicosia
ECP,30.3578,-85.7989,ECP,US,Airport,PANAMA CITY NW FLORIDA BEACHES INTL,-5.0,America/Chicago
EDI,55.95,-3.3725,EDI,GB,Airport,Edinburgh,1.0,Europe/London
EDO,39.5547,27.0139,EDO,TR,Airport,EDREMIT KORFEZ,3.0,Europe/Istanbul
EFL,38.12,20.5006,EFL,GR,Airport,Kefallinia,3.0,Europe/Athens
EGE,39.6425,-106.9178,EGE,US,Airport,"Vail/Eagle County, CO",-6.0,America/Denver
EGO,50.6439,36.59,EGO,RU,Airport,Belgorod,3.0,Europe/Moscow
EJA,7.0244,-73.8067,EJA,CO,Airport,BARRANCABERMEJA YARIGUIES,-5.0,America/Bogota
ELM,42.16,-76.8917,ELM,US,Airport,Elmira/Corning,-4.0,America/New_York
