AirportCode,Latitude,Longitude,CityCode,CountryCode,LocationType,AirportName,UtcOffset,TimeZoneId
AJL,23.8389,92.6203,AJL,IN,Airport,Aizawl,5.5,Asia/Kolkata
AJR,65.5903,19.2819,AJR,SE,Airport,ARVIDSJAUR,2.0,Europe/Stockholm
AJU,-10.9839,-37.0703,AJU,BR,Airport,Aracaju,-3.0,America/Belem
AKJ,43.6708,142.4475,AKJ,JP,Airport,Asahikawa,9.0,Asia/Tokyo
AKL,-37.0097,174.7917,AKL,NZ,Airport,Auckland - International,12.0,Pacific/Auckland
ALA,43.3533,77.0422,ALA,KZ,Airport,Almaty,5.0,Asia/Qyzylorda
ALB,42.7483,-73.8017,ALB,US,Airport,"Albany, NY",-4.0,America/New_York
ALC,38.2822,-0.5581,ALC,ES,Airport,Alicante,2.0,Europe/Madrid
ALF,69.9761,23.3717,ALF,NO,Airport,Alta,2.0,Europe/Oslo
ALG,36.6942,3.2147,ALG,DZ,Airport,Algiers,1.0,Africa/Algiers
ALS,37.4375,-105.8664,ALS,US,Airport,Alamosa,-6.0,America/Denver
ALW,46.095,-118.2878,ALW,US,Airport,Walla Walla,-7.0,America/Los_Angeles
AMA,35.2194,-101.7058,AMA,US,Airport,Amarillo - International,-5.0,America/Chicago
AMD,23.0772,72.6347,AMD,IN,Airport,Ahmedabad,5.5,Asia/Kolkata
AMH,6.0394,37.5906,AMH,ET,Airport,Arba Minch,3.0,Africa/Addis_Ababa
AMI,-8.5608,116.0947,AMI,ID,Airport,Mataram,8.0,Asia/Makassar
AMM,31.7225,35.9933,AMM,JO,Airport,Amman - Queen Alia International,3.0,Asia/Amman
AMS,52.3081,4.7642,AMS,NL,Airport,Amsterdam - Schiphol,2.0,Europe/Amsterdam
ANC,61.1744,-149.9964,ANC,US,Airport,Anchorage - International,-8.0,America/Anchorage
ANF,-23.4444,-70.445,ANF,CL,Airport,Antofagasta,-4.0,America/Santiago
ANU,17.1367,-61.7928,ANU,AG,Airport,Antigua - V.C. Bird International,-4.0,America/Antigua
AOI,43.6167,13.3603,AOI,IT,Airport,Ancona,2.0,Europe/Rome
AOJ,40.7347,140.6908,AOJ,JP,Airport,AOMORICA,9.0,Asia/Tokyo
AOK,35.4214,27.1461,AOK,GR,Airport,Karpathos,3.0,Europe/Athens
AOR,6.1944,100.4008,AOR,MY,Airport,Alor Setar,8.0,Asia/Kuala_Lumpur
APL,-15.1056,39.2817,APL,MZ,Airport,Nampula,2.0,Africa/Maputo
APW,-13.8297,-171.9972,APW,WS,Airport,APIA FALEOLO APT,13.0,Pacific/Apia
AQJ,29.6117,35.0181,AQJ,JO,Airport,AQABA KING HUSSEIN INTERNATIONAL,3.0,Asia/Amman
AQP,-16.3408,-71.5725,AQP,PE,Airport,AREQUIPA RODRIGUEZ BALLON INTL,-5.0,America/Lima
ARH,64.6003,40.7167,ARH,RU,Airport,Arkhangelsk,3.0,Europe/Moscow
ARI,-18.3486,-70.3386,ARI,CL,Airport,Arica,-4.0,America/Santiago
ARN,59.6519,17.9186,STO,SE,Airport,Stockholm,2.0,Europe/Stockholm
ASB,37.9869,58.3608,ASB,TM,Airport,Ashgabad - S. Turkmenbashy Int'l,5.0,Asia/Ashgabat
ASE,39.2192,-106.8672,ASE,US,Airport,"Aspen, CO",-6.0,America/Denver
ASF,46.2833,48.0064,ASF,RU,Airport,Astrakhan,3.0,Europe/Moscow
ASM,15.2919,38.9106,ASM,ER,Airport,Asmara,3.0,Africa/Asmara
ASO,10.0186,34.5864,ASO,ET,Airport,Asosa,3.0,Africa/Addis_Ababa
ASR,38.7703,35.4956,ASR,TR,Airport,Kayseri,3.0,Europe/Istanbul
ASU,-25.2397,-57.5192,ASU,PY,Airport,Asuncion,-4.0,America/Asuncion
ASW,23.9644,32.82,ASW,EG,Airport,Aswan,2.0,Africa/Cairo
ATH,37.9364,23.9444,ATH,GR,Airport,Athens Eleftherios Venizelos,3.0,Europe/Athens
ATL,33.6367,-84.4281,ATL,US,Airport,Hartsfield-Jackson Atlanta International Airport GA,-4.0,America/New_York
ATQ,31.7097,74.7972,ATQ,IN,Airport,Amritsar,5.5,Asia/Kolkata
ATW,44.2667,-88.5167,ATW,US,Airport,Appleton,-5.0,America/Chicago
ATZ,27.0464,31.0119,ATZ,EG,Airport,ASYUT,2.0,Africa/Cairo
AUA,12.5014,-70.0153,AUA,AW,Airport,Aruba,-4.0,America/Aruba
AUH,24.43305556,54.64888889,AUH,AE,Airport,Abu Dhabi - NADIA International,4.0,Asia/Dubai
AUS,30.1944,-97.67,AUS,US,Airport,"Austin-Bergstrom International Airport, TX",-5.0,America/Chicago
AUW,44.9283,-89.6267,AUW,US,Airport,Wausau,-5.0,America/Chicago
AVL,35.4361,-82.5419,AVL,US,Airport,Asheville,-4.0,America/New_York
AVP,41.3386,-75.7233,AVP,US,Airport,Scranton - Pennsylvania,-4.0,America/New_York
AWA,7.0675,38.4906,AWA,ET,Airport,AWASA,3.0,Africa/Addis_Ababa
AWZ,31.3375,48.7603,AWZ,IR,Airport,AHWAZ,4.5,Asia/Tehran
AXD,40.8558,25.9564,AXD,GR,Airport,Alexandroupolis,3.0,Europe/Athens
AXM,4.4528,-75.7664,AXM,CO,Airport,Armenia,-5.0,America/Bogota
AXT,39.6156,140.2186,AXT,JP,Airport,Akita,9.0,Asia/Tokyo
AXU,14.1467,38.7728,AXU,ET,Airport,Axum,3.0,Africa/Addis_Ababa
AYT,36.8986,30.8006,AYT,TR,Airport,Antalya,3.0,Europe/Istanbul
AZO,42.235,-85.5519,AZO,US,Airport,Kalamazoo/Battle Creek,-4.0,America/New_York
AZS,19.2672,-69.7422,AZS,DO,Airport,SAMANA EL CATEY INTL,-4.0,America/Santo_Domingo
BAH,26.2708,50.6336,BAH,BH,Airport,Bahrain International,3.0,Asia/Bahrain
BAL,37.9289,41.1167,BAL,TR,Airport,Batman,3.0,Europe/Istanbul
BAQ,10.8897,-74.7808,BAQ,CO,Airport,Barranquilla,-5.0,America/Bogota
BAV,40.5606,109.9964,BAV,CN,Airport,Baotou,8.0,Asia/Shanghai
BBA,-45.9161,-71.6894,BBA,CL,Airport,Balmaceda,-4.0,America/Santiago
BBI,20.2444,85.8178,BBI,IN,Airport,Bhubaneshwar,5.5,Asia/Kolkata
BBK,-17.8328,25.1625,BBK,BW,Airport,Kasane,2.0,Africa/Gaborone
BBO,10.3892,44.9411,BBO,SO,Airport,Berbera,3.0,Africa/Mogadishu
BCN,41.2969,2.0783,BCN,ES,Airport,Barcelona,2.0,Europe/Madrid
BCO,5.7839,36.5625,BCO,ET,Airport,JINKA BAKO,3.0,Africa/Addis_Ababa
BDA,32.3642,-64.6786,BDA,BM,Airport,Bermuda - Kindley Field,-3.0,Atlantic/Bermuda
BDL,41.9389,-72.6833,HFD,US,Airport,"Hartford - Bradley International, CT",-4.0,America/New_York
BDO,-6.9006,107.5764,BDO,ID,Airport,Bandung,7.0,Asia/Jakarta
BDQ,22.3361,73.2264,BDQ,IN,Airport,Vadodara,5.5,Asia/Kolkata
BDS,40.6606,17.9481,BDS,IT,Airport,Brindisi,2.0,Europe/Rome
BEG,44.8183,20.3092,BEG,RS,Airport,Belgrade,2.0,Europe/Belgrade
BEL,-1.3792,-48.4764,BEL,BR,Airport,Belem,-3.0,America/Belem
BER,52.3667,13.5033,BER,DE,Airport,Berlin/Brandenburg,2.0,Europe/Berlin
BET,60.7797,-161.8381,BET,US,Airport,Bethel Municipal,-8.0,America/Anchorage
BEW,-19.7964,34.9075,BEW,MZ,Airport,Beira,2.0,Africa/Maputo
BEY,33.8208,35.4883,BEY,LB,Airport,Beirut Rafik Hariri International,3.0,Asia/Beirut
BFF,41.8742,-103.5956,BFF,US,Airport,Scottsbluff,-6.0,America/Denver
BFL,35.4336,-119.0567,BFL,US,Airport,Bakersfield,-7.0,America/Los_Angeles
BFM,30.6333,-88.0667,MOB,US,Airport,Mobile - Aerospace,-5.0,America/Chicago
BFN,-29.0928,26.3025,BFN,ZA,Airport,Bloemfontein,2.0,Africa/Johannesburg
BGA,7.1264,-73.1847,BGA,CO,Airport,Bucaramanga,-5.0,America/Bogota
BGF,4.3978,18.52,BGF,CF,Airport,Bangui,1.0,Africa/Bangui
BGG,38.8614,40.5925,BGG,TR,Airport,BINGOL,3.0,Europe/Istanbul
BGI,13.0747,-59.4925,BGI,BB,Airport,Barbados (Bridgetown) - Adams International,-4.0,America/Barbados
BGO,60.2933,5.2181,BGO,NO,Airport,Bergen,2.0,Europe/Oslo
BGR,44.8075,-68.8281,BGR,US,Airport,Bangor International,-4.0,America/New_York
BGW,33.2625,44.2344,BGW,IQ,Airport,Baghdad International,3.0,Asia/Baghdad
BGY,45.6689,9.7003,MIL,IT,Airport,Milano Orio - Bergamo,2.0,Europe/Rome
BHD,54.6181,-5.8725,BFS,GB,Airport,Belfast City,1.0,Europe/London
BHE,-41.5178,173.8692,BHE,NZ,Airport,BLENHEIM,12.0,Pacific/Auckland
BHI,-38.7272,-62.1533,BHI,AR,Airport,Bahia Blanca,-3.0,America/Argentina/Buenos_Aires
BHM,33.5631,-86.7536,BHM,US,Airport,"Birmingham, AL",-5.0,America/Chicago
BHO,23.2875,77.3375,BHO,IN,Airport,Bhopal,5.5,Asia/Kolkata
BHX,52.4536,-1.7478,BHX,GB,Airport,Birmingham International,1.0,Europe/London
BHY,21.5394,109.2939,BHY,CN,Airport,Beihai,8.0,Asia/Shanghai
BIA,42.55,9.4847,BIA,FR,Airport,Bastia,2.0,Europe/Paris
BIL,45.8078,-108.5428,BIL,US,Airport,"Billings, MT",-6.0,America/Denver
BIO,43.3011,-2.9106,BIO,ES,Airport,Bilbao,2.0,Europe/Madrid
BIQ,43.4683,-1.5311,BIQ,FR,Airport,Biarritz,2.0,Europe/Paris
BIS,46.7722,-100.7458,BIS,US,Airport,Bismarck,-5.0,America/Chicago
BJL,13.3381,-16.6522,BJL,GM,Airport,Banjul - Yundum International,0.0,Africa/Banjul
BJM,-3.3239,29.3186,BJM,BI,Airport,Bujumbura International,2.0,Africa/Bujumbura
BJR,11.6081,37.3217,BJR,ET,Airport,Bahar Dar,3.0,Africa/Addis_Ababa
BJV,37.2506,27.6644,BXN,TR,Airport,Bodrum - Milas Airport,3.0,Europe/Istanbul
BJX,20.9933,-101.4808,BJX,MX,Airport,Leon-Guanajuato - Del Bajio,-5.0,America/Mexico_City
BKI,5.9372,116.0531,BKI,MY,Airport,Kota Kinabalu,8.0,Asia/Kuala_Lumpur
BKK,13.6858,100.7489,BKK,TH,Airport,Bangkok - Suvarnabhumi Int'l,7.0,Asia/Bangkok
BKO,12.5336,-7.95,BKO,ML,Airport,Bamako,0.0,Africa/Bamako
BLA,10.1072,-64.6892,BLA,VE,Airport,Barcelona,-4.0,America/Caracas
BLL,55.7403,9.1517,BLL,DK,Airport,Billund,2.0,Europe/Copenhagen
BLQ,44.5308,11.2969,BLQ,IT,Airport,Bologna,2.0,Europe/Rome
BLR,13.1989,77.7056,BLR,IN,Airport,Bengaluru/Bangalore International,5.5,Asia/Kolkata
BLZ,-15.6792,34.9739,BLZ,MW,Airport,Blantyre,2.0,Africa/Blantyre
BMA,59.3544,17.9417,STO,SE,Airport,STOCKHOLM BROMMA APT,2.0,Europe/Stockholm
BNA,36.1244,-86.6783,BNA,US,Airport,"Nashville, TN",-5.0,America/Chicago
BNE,-27.3842,153.1175,BNE,AU,Airport,Brisbane International,10.0,Australia/Brisbane
BOD,44.8286,-0.7153,BOD,FR,Airport,Bordeaux,2.0,Europe/Paris
BOG,4.7017,-74.1469,BOG,CO,Airport,BogotÃ¡,-5.0,America/Bogota
BOI,43.5644,-116.2228,BOI,US,Airport,"Boise, ID",-6.0,America/Denver
BOJ,42.5697,27.5153,BOJ,BG,Airport,Burgas,3.0,Europe/Sofia
BOM,19.0886,72.8681,BOM,IN,Airport,Mumbai - Chhatrapati Shivaji Intl. Airport,5.5,Asia/Kolkata
BOO,67.2692,14.3653,BOO,NO,Airport,Bodo,2.0,Europe/Oslo
BOS,42.3644,-71.0053,BOS,US,Airport,"Boston - Logan International, MA",-4.0,America/New_York
BPN,-1.2683,116.8944,BPN,ID,Airport,Balikpapan,8.0,Asia/Makassar
BPS,-16.4386,-39.0808,BPS,BR,Airport,Porto Seguro,-3.0,America/Belem
BPT,29.9508,-94.0208,BPT,US,Airport,Beaumont - Jefferson County,-5.0,America/Chicago
BQH,51.3308,0.0322,BQH,GB,Airport,London Biggin Hill Apt,1.0,Europe/London
BQN,18.495,-67.1294,BQN,PR,Airport,AGUADILLA RAFAEL HERNANDEZ,-4.0,America/Puerto_Rico
BRC,-41.1511,-71.1578,BRC,AR,Airport,San Carlos De Bariloche International,-3.0,America/Argentina/Buenos_Aires
BRE,53.0475,8.7867,BRE,DE,Airport,Bremen,2.0,Europe/Berlin
BRI,41.1381,16.765,BRI,IT,Airport,Bari,2.0,Europe/Rome
BRM,10.0428,-69.3586,BRM,VE,Airport,Barquisimeto,-4.0,America/Caracas
BRN,46.9142,7.4972,BRN,CH,Airport,Berne - Belp,2.0,Europe/Zurich
BRO,25.9069,-97.4258,BRO,US,Airport,Brownsville - S. Padre Island International,-5.0,America/Chicago
BRQ,49.1514,16.6944,BRQ,CZ,Airport,Brno,2.0,Europe/Prague
BRS,51.3825,-2.7189,BRS,GB,Airport,Bristol,1.0,Europe/London
BRU,50.9014,4.4844,BRU,BE,Airport,Brussels - Airport,2.0,Europe/Brussels
BRW,71.2856,-156.7661,BRW,US,Airport,Barrow Wbas,-8.0,America/Anchorage
BSB,-15.86055556,-47.91527778,BSB,BR,Airport,Brasilia International,-3.0,America/Sao_Paulo
BSL,47.6011,7.5217,BSL,CH,Airport,Basel Euroairport,2.0,Europe/Paris
BTR,30.5331,-91.1497,BTR,US,Airport,Baton Rouge - Ryan,-5.0,America/Chicago
BTU,3.1242,113.0197,BTU,MY,Airport,Bintulu,8.0,Asia/Kuala_Lumpur
BTV,44.4719,-73.1533,BTV,US,Airport,"Burlington, International, VT",-4.0,America/New_York
BUD,47.4369,19.2556,BUD,HU,Airport,"Budapest, Liszt Ferenc",2.0,Europe/Budapest
BUF,42.9406,-78.7322,BUF,US,Airport,"Buffalo,  Greater Buffalo International, NY",-4.0,America/New_York
BUQ,-20.0175,28.6178,BUQ,ZW,Airport,Bulawayo,2.0,Africa/Harare
BUR,34.2006,-118.3586,BUR,US,Airport,Burbank,-7.0,America/Los_Angeles
BUS,41.6103,41.5997,BUS,GE,Airport,BATUMI,4.0,Asia/Tbilisi
BVC,16.1367,-22.8889,BVC,CV,Airport,BOA VISTA ISLAND RABIL,-1.0,Atlantic/Cape_Verde
BWI,39.1753,-76.6683,BWI,US,Airport,"Baltimore - Washington International, DC",-4.0,America/New_York
BWK,43.2858,16.6797,BWK,HR,Airport,BRAC,2.0,Europe/Zagreb
BWN,4.9442,114.9283,BWN,BN,Airport,Bandar Seri Begawan - Brunei International,8.0,Asia/Brunei
BZE,17.5392,-88.3083,BZE,BZ,Airport,Belize City - Goldson International,-6.0,America/Belize
BZG,53.0967,17.9778,BZG,PL,Airport,Bydgoszcz,2.0,Europe/Warsaw
BZN,45.7775,-111.1531,BZN,US,Airport,Bozeman,-6.0,America/Denver
BZV,-4.2517,15.2531,BZV,CG,Airport,Brazzaville,1.0,Africa/Brazzaville
CAE,33.9389,-81.1194,CAE,US,Airport,"Columbia, SC",-4.0,America/New_York
CAG,39.2514,9.0578,CAG,IT,Airport,Cagliari,2.0,Europe/Rome
CAI,30.1219,31.4056,CAI,EG,Airport,Cairo International,2.0,Africa/Cairo
CAK,40.9161,-81.4422,CAK,US,Airport,Akron/Canton,-4.0,America/New_York
CAN,23.3925,113.2989,CAN,CN,Airport,Guangzhou Baiyun International,8.0,Asia/Shanghai
CBR,-35.3069,149.195,CBR,AU,Airport,Canberra,10.0,Australia/Sydney
CCJ,11.1369,75.9553,CCJ,IN,Airport,Kozhikode,5.5,Asia/Kolkata
CCP,-36.7728,-73.0631,CCP,CL,Airport,Concepcion,-4.0,America/Santiago
CCS,10.6031,-66.9906,CCS,VE,Airport,Caracas,-4.0,America/Caracas
CCU,22.6547,88.4467,CCU,IN,Airport,Kolkata,5.5,Asia/Kolkata
CDG,49.0097,2.5478,PAR,FR,Airport,Paris - Charles De Gaulle,2.0,Europe/Paris
CDR,42.835,-103.0986,CDR,US,Airport,Chadron,-6.0,America/Denver
CDV,60.4917,-145.4775,CDV,US,Airport,Cordova - Mile 13 Field,-8.0,America/Anchorage
CEB,10.3075,123.9794,CEB,PH,Airport,Cebu,8.0,Asia/Manila
CEC,41.7803,-124.2367,CEC,US,Airport,Crescent City,-7.0,America/Los_Angeles
CEI,19.9522,99.8831,CEI,TH,Airport,Chiang Rai,7.0,Asia/Bangkok
CEZ,37.3031,-108.6286,CEZ,US,Airport,Cortez,-6.0,America/Denver
CFU,39.6019,19.9117,CFU,GR,Airport,Kerkyra,3.0,Europe/Athens
CGB,-15.6531,-56.1167,CGB,BR,Airport,Cuiaba,-4.0,America/Campo_Grande
CGH,-23.6267,-46.6581,SAO,BR,Airport,Sao Paulo - Congonhas,-3.0,America/Sao_Paulo
CGK,-6.1256,106.6558,JKT,ID,Airport,Jakarta - Soekarno-Hatta International,7.0,Asia/Jakarta
CGN,50.8658,7.1428,CGN,DE,Airport,Cologne - Cologne/Bonn Airport,2.0,Europe/Berlin
CGO,34.5194,113.8411,CGO,CN,Airport,Zhengzhou,8.0,Asia/Shanghai
CGQ,43.9961,125.6853,CGQ,CN,Airport,Changchun,8.0,Asia/Shanghai
CGR,-20.4686,-54.6725,CGR,BR,Airport,Campo Grande International,-4.0,America/Campo_Grande
CHA,35.0353,-85.2039,CHA,US,Airport,Chattanooga,-4.0,America/New_York
CHC,-43.4894,172.5322,CHC,NZ,Airport,Christchurch International,12.0,Pacific/Auckland
CHG,41.5414,120.4339,CHG,CN,Airport,CHAOYANG,6.0,Asia/Urumqi
CHO,38.1386,-78.4528,CHO,US,Airport,Charlottesville Albemarie,-4.0,America/New_York
CHQ,35.5317,24.1497,CHQ,GR,Airport,Chania,3.0,Europe/Athens
CHS,32.8986,-80.0406,CHS,US,Airport,"Charleston, SC",-4.0,America/New_York
CIC,39.7961,-121.8583,CIC,US,Airport,Chico,-7.0,America/Los_Angeles
CID,41.8847,-91.7108,CID,US,Airport,"Cedar Rapids, IA",-5.0,America/Chicago
CIT,42.3642,69.4789,AKX,KZ,Airport,Shymkent,5.0,Asia/Qyzylorda
CJB,11.03,77.0433,CJB,IN,Airport,Coimbatore,5.5,Asia/Kolkata
CJC,-22.4981,-68.9081,CJC,CL,Airport,Calama,-4.0,America/Santiago
CJU,33.5114,126.4931,CJU,KR,Airport,Jeju,9.0,Asia/Seoul
CKB,39.2967,-80.2281,CKB,US,Airport,Clarksburg,-4.0,America/New_York
CKG,29.7194,106.6419,CKG,CN,Airport,Chongqing,8.0,Asia/Shanghai
CKY,9.5769,-13.6119,CKY,GN,Airport,Conakry,0.0,Africa/Conakry
CLD,33.1283,-117.28,CLD,US,Airport,"Carlsbad, CA",-7.0,America/Los_Angeles
CLE,41.4117,-81.8497,CLE,US,Airport,"Cleveland - Hopkins International, OH",-4.0,America/New_York
CLJ,46.7853,23.6861,CLJ,RO,Airport,Cluj,3.0,Europe/Bucharest
CLL,30.5886,-96.3639,CLL,US,Airport,College Station - Easterwood Field,-5.0,America/Chicago
CLO,3.5433,-76.3817,CLO,CO,Airport,Cali,-5.0,America/Bogota
CLT,35.2139,-80.9431,CLT,US,Airport,"Charlotte, NC",-4.0,America/New_York
CLY,42.5203,8.7931,CLY,FR,Airport,Calvi,2.0,Europe/Paris
CMB,7.1803,79.8853,CMB,LK,Airport,Colombo - Katunayake,5.5,Asia/Colombo
CME,18.6533,-91.8011,CME,MX,Airport,Ciudad Del Carmen,-5.0,America/Mexico_City
CMH,39.9981,-82.8919,CMH,US,Airport,"Columbus, OH",-4.0,America/New_York
CMI,40.0392,-88.2781,CMI,US,Airport,Champaign Urbana,-5.0,America/Chicago
CMN,33.3675,-7.59,CAS,MA,Airport,Casablanca - Mohamed V,1.0,Africa/Casablanca
CMX,47.1683,-88.4892,CMX,US,Airport,Hancock,-4.0,America/New_York
CND,44.3622,28.4883,CND,RO,Airport,Constanta,3.0,Europe/Bucharest
CNF,-19.6339,-43.9689,BHZ,BR,Airport,Belo Horizonte - Tancredo Neves International,-3.0,America/Sao_Paulo
CNS,-16.8781,145.7489,CNS,AU,Airport,Cairns,10.0,Australia/Brisbane
CNX,18.7714,98.9628,CNX,TH,Airport,Chiang Mai,7.0,Asia/Bangkok
CNY,38.7608,-109.7475,CNY,US,Airport,Moab,-6.0,America/Denver
COD,44.5178,-109.0261,COD,US,Airport,Cody,-6.0,America/Denver
COK,10.1519,76.4019,COK,IN,Airport,Kochi,5.5,Asia/Kolkata
COO,6.3572,2.3844,COO,BJ,Airport,Cotonou,1.0,Africa/Porto-Novo
COR,-31.31,-64.2083,COR,AR,Airport,Cordoba,-3.0,America/Argentina/Buenos_Aires
COS,38.8058,-104.7008,COS,US,Airport,"Colorado Springs - Peterson Field, CO",-6.0,America/Denver
COU,38.8181,-92.2197,COU,US,Airport,COLUMBIA REGIONAL,-5.0,America/Chicago
CPH,55.6203,12.6503,CPH,DK,Airport,Copenhagen,2.0,Europe/Copenhagen
CPO,-27.2617,-70.7792,CPO,CL,Airport,Copiapo,-4.0,America/Santiago
CPR,42.9081,-106.4644,CPR,US,Airport,Casper,-6.0,America/Denver
CPT,-33.9647,18.6017,CPT,ZA,Airport,Cape Town,2.0,Africa/Johannesburg
CRD,-45.7853,-67.4656,CRD,AR,Airport,Comodoro Rivadavia,-3.0,America/Argentina/Buenos_Aires
CRK,15.1861,120.5603,CRK,PH,Airport,ANGELES/MABALACAT CLARK INTERNATIONAL,8.0,Asia/Manila
CRP,27.7703,-97.5011,CRP,US,Airport,Corpus Christi - International,-5.0,America/Chicago
CRW,38.3731,-81.5931,CRW,US,Airport,"Charleston, West Virginia - Yeager",-4.0,America/New_York
CSL,35.2333,-120.6333,CSL,US,Airport,San Luis Obispo,-7.0,America/Los_Angeles
CSX,28.1936,113.2178,CSX,CN,Airport,Changsha,8.0,Asia/Shanghai
CTA,37.4667,15.0639,CTA,IT,Airport,Catania,2.0,Europe/Rome
CTG,10.4425,-75.5131,CTG,CO,Airport,Cartagena,-5.0,America/Bogota
CTS,42.79583333,141.6691667,SPK,JP,Airport,Sapporo - Chitose,9.0,Asia/Tokyo
CTU,30.57861111,103.9472222,CTU,CN,Airport,Chengdu,8.0,Asia/Shanghai
CUC,7.9275,-72.5117,CUC,CO,Airport,Cucuta,-5.0,America/Bogota
CUL,24.7644,-107.4747,CUL,MX,Airport,Culiacan,-6.0,America/Mazatlan
CUM,10.4503,-64.1306,CUM,VE,Airport,Cumana,-4.0,America/Caracas
CUN,21.0367,-86.8772,CUN,MX,Airport,Cancun,-5.0,America/Cancun
CUR,12.1889,-68.9597,CUR,CW,Airport,Curacao - Hato Airport,-4.0,America/Curacao
CUU,28.7028,-105.9644,CUU,MX,Airport,Chihuahua,-6.0,America/Mazatlan
CUZ,-13.5358,-71.9389,CUZ,PE,Airport,CUZCO A. VELASCO ASTETE INTL,-5.0,America/Lima
CVG,39.0489,-84.6678,CVG,US,Airport,"Cincinnati - Northern Kentucky, OH",-4.0,America/New_York
CWA,44.7833,-89.6667,CWA,,Airport,WAUSAU CENTRAL WISCONSIN APT,-5.0,America/Chicago
CWB,-25.5286,-49.1758,CWB,BR,Airport,Curitiba,-3.0,America/Sao_Paulo
CWL,51.3967,-3.3433,CWL,GB,Airport,Cardiff,1.0,Europe/London
CYS,41.1558,-104.8119,CYS,US,Airport,Cheyenne Municipal,-6.0,America/Denver
CZM,20.5217,-86.9369,CZM,MX,Airport,Cozumel,-5.0,America/Cancun
CZX,31.9194,119.7783,CZX,CN,Airport,Changzhou,8.0,Asia/Shanghai
DAB,29.18,-81.0581,DAB,US,Airport,Daytona Beach,-4.0,America/New_York
DAC,23.8433,90.3978,DAC,BD,Airport,Dhaka - Zia International,6.0,Asia/Dhaka
DAD,16.0439,108.1994,DAD,VN,Airport,DA NANG,7.0,Asia/Ho_Chi_Minh
DAR,-6.8781,39.2025,DAR,TZ,Airport,Dar es Salaam International,3.0,Africa/Dar_es_Salaam
DAT,39.7189,113.1461,DAT,CN,Airport,Datong,8.0,Asia/Shanghai
DAV,8.3911,-82.435,DAV,,Airport,DAVID ENRIQUE MALEK INTERNATIONAL,-5.0,America/Panama
DAX,31.1319,107.4306,DZU,CN,Airport,Dazhou,8.0,Asia/Shanghai
DAY,39.9025,-84.2194,DAY,US,Airport,"Dayton - James Cox International, OH",-4.0,America/New_York
DBV,42.5614,18.2683,DBV,HR,Airport,Dubrovnik,2.0,Europe/Zagreb
DCA,38.8522,-77.0378,WAS,US,Airport,Washington National,-4.0,America/New_York
DDC,37.7603,-99.9642,DDC,US,Airport,Dodge City,-5.0,America/Chicago
DDG,40.0256,124.2869,DDG,CN,Airport,Dandong,8.0,Asia/Shanghai
DEB,47.4889,21.6153,DEB,HU,Airport,Debrecen,2.0,Europe/Budapest
DEL,28.5664,77.1031,DEL,IN,Airport,New Delhi - Indira Gandhi International,5.5,Asia/Kolkata
DEN,39.8617,-104.6731,DEN,US,Airport,"Denver - International, CO",-6.0,America/Denver
DFW,32.8969,-97.0381,DFW,US,Airport,"Dallas/Fort Worth - International, TX",-5.0,America/Chicago
DGO,24.1242,-104.5281,DGO,MX,Airport,Durango,-5.0,America/Mexico_City
DIB,27.4833,95.0167,DIB,IN,Airport,Dibrugarh,5.5,Asia/Kolkata
DIK,46.8,-102.8,DIK,US,Airport,Dickinson,-6.0,America/Denver
DIR,9.6247,41.8542,DIR,ET,Airport,Dire Dawa,3.0,Africa/Addis_Ababa
DIY,37.8939,40.2011,DIY,TR,Airport,DIYARBAKIR,3.0,Europe/Istanbul
DJE,33.875,10.7756,DJE,TN,Airport,Djerba,1.0,Africa/Tunis
DKR,14.7425,-17.4933,DKR,SN,Airport,Dakar,0.0,Africa/Dakar
DLA,4.0061,9.7194,DLA,CM,Airport,Douala,1.0,Africa/Douala
DLC,38.9656,121.5386,DLC,CN,Airport,Dalian,8.0,Asia/Shanghai
DLH,46.8422,-92.1936,DLH,US,Airport,Duluth/Superior - Duluth International,-5.0,America/Chicago
DLM,36.7131,28.7925,DLM,TR,Airport,Dalaman,3.0,Europe/Istanbul
DME,55.4089,37.9064,MOW,RU,Airport,Moscow - Domodedovo,3.0,Europe/Moscow
DMK,13.9125,100.6067,BKK,TH,Airport,Bangkok - Don Muang,7.0,Asia/Bangkok
DMM,26.4711,49.7978,DMM,SA,Airport,Dammam,3.0,Asia/Riyadh
DMU,25.8825,93.7744,DMU,IN,Airport,Dimapur,5.5,Asia/Kolkata
DNH,40.0922,94.6817,DNH,CN,Airport,DUNHUANG,6.0,Asia/Urumqi
DNK,48.3572,35.1006,DNK,UA,Airport,Dnipropetrovsk-42,3.0,Europe/Kiev
DNZ,37.7856,29.7014,DNZ,TR,Airport,Denizli,3.0,Europe/Istanbul
DOH,25.2744,51.6083,DOH,QA,Airport,Doha,3.0,Asia/Qatar
DOK,48.0736,37.7397,DOK,UA,Airport,Donetsk,3.0,Europe/Kiev
DPS,-8.7481,115.1672,DPS,ID,Airport,Denpasar-Bali,8.0,Asia/Makassar
DQA,46.75,125.1392,DQA,CN,Airport,DAQING SARTU,6.0,Asia/Urumqi
DRO,37.1522,-107.7536,DRO,US,Airport,Durango La Plata,-6.0,America/Denver
DRS,51.1344,13.7681,DRS,DE,Airport,Dresden,2.0,Europe/Berlin
DRT,29.3733,-100.9264,DRT,US,Airport,Del Rio International,-5.0,America/Chicago
