,CityCode,Name,CountryCode,AirportCode,LocationType,Longitude,Latitude
1145,SJD,San Jose del Cabo - Los Cabos,MX,SJD,Airport,-109.7211,23.1519
1146,SJJ,Sarajevo,BA,SJJ,Airport,18.3314,43.8247
1147,SJO,San Jose - Juan Santamaria International,CR,SJO,Airport,-84.2089,9.9939
1148,SJP,Sao Jose Do Rio Preto,BR,SJP,Airport,-49.4064,-20.8167
1149,SJU,San Juan - Luis Munoz Marin International,PR,SJU,Airport,-66.0019,18.4394
1150,SJW,Shijiazhuang Zhengding International,CN,SJW,Airport,114.6972,38.2806
1151,SKB,St Kitts Robert L Bradshaw Intl,KN,SKB,Airport,-62.7186,17.3111
1152,SKG,Thessaloniki,GR,SKG,Airport,22.97222222,40.52083333
1153,SKP,Skopje,MK,SKP,Airport,21.6214,41.9617
1154,SLA,Salta,AR,SLA,Airport,-65.4869,-24.8597
1155,SLC,"Salt Lake City International, UT",US,SLC,Airport,-111.9778,40.7883
1156,SLP,San Luis Potosi,MX,SLP,Airport,-100.9308,22.2542
1157,SLW,Saltillo,MX,SLW,Airport,-100.9283,25.5439
1158,SLZ,Sao Luiz,BR,SLZ,Airport,-44.2342,-2.5853
1159,SAC,"Sacramento Metropolitan, CA",US,SMF,Airport,-121.5908,38.6956
1160,SMI,Samos,GR,SMI,Airport,26.9117,37.69
1161,SMR,Santa Marta,CO,SMR,Airport,-74.2306,11.1197
1162,SMX,Santa Maria,US,SMX,Airport,-120.4575,34.8989
1163,SNA,"Santa Ana (Orange County) - John Wayne
International, CA",US,SNA,Airport,-117.8683,33.6756
1164,SNN,Shannon,IE,SNN,Airport,-8.9247,52.7019
1165,SNU,Santa Clara,CU,SNU,Airport,-79.9436,22.4922
1166,SOC,Surakarta,ID,SOC,Airport,110.7569,-7.5161
1167,SOF,Sofia,BG,SOF,Airport,23.4061,42.6953
1168,SPC,Santa Cruz de la Palma - La Palma,ES,SPC,Airport,-17.7556,28.6264
1169,SPI,"Springfield, Illinois",US,SPI,Airport,-89.6778,39.8442
1170,SPN,Saipan International,,SPN,Airport,145.7294,15.1189
1171,SPU,Split,HR,SPU,Airport,16.2981,43.5389
1172,SRG,Semarang,ID,SRG,Airport,110.3742,-6.9714
1173,SRQ,Sarasota/Bradenton,US,SRQ,Airport,-82.5544,27.3956
1174,SSA,Salvador,BR,SSA,Airport,-38.3311,-12.9111
1175,SSG,Malabo,GQ,SSG,Airport,8.7086,3.7553
1176,SSH,Sharm El Sheikh,EG,SSH,Airport,34.395,27.9772
1177,STI,Santiago Cibao Intl,DO,STI,Airport,-70.6047,19.4061
1178,STL,"Saint Louis - Lambert-St Louis Intl, MO",US,STL,Airport,-90.37,38.7486
1179,LON,London-Stansted,GB,STN,Airport,0.233888889,51.88277778
1180,STR,Stuttgart - Echterdingen,DE,STR,Airport,9.2219,48.69
1181,STS,Santa Rosa,US,STS,Airport,-122.8103,38.5106
1182,SNP,Saint Thomas Island,US,STT,Airport,-64.9733,18.3372
1183,STV,Surat,IN,STV,Airport,72.7417,21.1142
1184,STW,Stavropol,RU,STW,Airport,42.1128,45.1092
1185,SUB,Surabaya,ID,SUB,Airport,112.7869,-7.3797
1186,SUF,Lamezia Terme,IT,SUF,Airport,16.2417,38.9083
1187,SUN,Hailey,US,SUN,Airport,-114.2972,43.5056
1188,SVG,Stavanger,NO,SVG,Airport,5.6378,58.8767
1189,MOW,Moscow,RU,SVO,Airport,37.4147,55.9728
1190,SVQ,Seville,ES,SVQ,Airport,-5.8931,37.4181
1191,SVX,Ekaterinburg - Koltsovo Int'l,RU,SVX,Airport,60.8028,56.7431
1192,SVZ,San Antonio,VE,SVZ,Airport,-72.4397,7.8408
1193,SWA,Shantou,CN,SWA,Airport,116.7625,23.4275
1194,SXB,Strasbourg,FR,SXB,Airport,7.6344,48.5419
1195,BER,Berlin - Schoenefeld,DE,SXF,Airport,13.5206,52.3786
1196,SXM,St Maarten Princess Juliana Internation,SX,SXM,Airport,-63.1089,18.0408
1197,SXR,Srinagar,IN,SXR,Airport,74.7742,33.9872
1198,SYD,Sydney - Kingsford Smith International,AU,SYD,Airport,151.1772,-33.9461
1199,SYO,Shonai,JP,SYO,Airport,139.7872,38.8122
1200,SYR,"Syracuse - Hancock International, NY",US,SYR,Airport,-76.1064,43.1111
1201,SYX,Sanya,CN,SYX,Airport,109.4122,18.3028
1202,SYZ,Shiraz,IR,SYZ,Airport,52.5886,29.5403
1203,SZF,Samsun,TR,SZF,Airport,36.5672,41.2544
1204,SZG,Salzburg - W.A. Mozart,AT,SZG,Airport,13.0044,47.7933
1205,SZK,Skukuza,ZA,SZK,Airport,31.5906,-24.9644
1206,SZX,Shenzhen,CN,SZX,Airport,113.8105556,22.63916667
1207,SZZ,Szczecin,PL,SZZ,Airport,14.9022,53.5847
1208,TAB,Tobago,TT,TAB,Airport,-60.8322,11.1497
1209,TAE,Daegu,KR,TAE,Airport,128.6589,35.8942
1210,TAK,Takamatsu,JP,TAK,Airport,134.0156,34.2142
1211,TAM,Tampico,MX,TAM,Airport,-97.8658,22.2964
1212,TAO,Qingdao,CN,TAO,Airport,120.3744,36.2661
1213,TAS,Tashkent,UZ,TAS,Airport,69.2811,41.2578
1214,TBS,Tbilisi,GE,TBS,Airport,44.9547,41.6692
1215,TBU,Nuku'Alofa Fua'Amotu International,TO,TBU,Airport,-175.1436,-21.2444
1216,TBZ,Tabriz,IR,TBZ,Airport,46.235,38.1339
1217,TCZ,Tengchong Tuofeng,CN,TCZ,Airport,98.4856,24.9378
1218,PHS,Trat,TH,TDX,Airport,102.3189,12.2744
1219,TER,Terceira Lajes,PT,TER,Airport,-27.0908,38.7619
1220,TET,Tete Matunda,MZ,TET,Airport,33.6403,-16.1047
1221,TEZ,Tezpur,IN,TEZ,Airport,92.7783,26.7067
1222,TCI,Tenerife Sur,ES,TFS,Airport,-16.5725,28.0444
1223,TGD,Podgorica,ME,TGD,Airport,19.2519,42.3594
1224,TGG,Kuala Terengganu - Sultan Mahmood,MY,TGG,Airport,103.1047,5.3814
1225,TGO,Tongliao,CN,TGO,Airport,122.2,43.5575
1226,TGU,Tegucigalpa,HN,TGU,Airport,-87.2172,14.0608
1227,TGZ,Tuxtla Gutierrez - Llano San Juan,MX,TGZ,Airport,-93.0261,16.5619
1228,THE,Teresina,BR,THE,Airport,-42.8236,-5.06
1229,THS,Sukhothai,TH,THS,Airport,99.8183,17.2378
1230,TIA,Tirana - Mother Teresa Apt. Rinas,AL,TIA,Airport,19.7208,41.415
1231,TIJ,Tijuana,MX,TIJ,Airport,-116.9703,32.5411
1232,TIR,Tirupati,IN,TIR,Airport,79.5433,13.6325
1233,TIV,Tivat,ME,TIV,Airport,18.7233,42.4047
1234,TKK,Chuuk International,FM,TKK,Airport,151.8431,7.4619
1235,TKS,Tokushima,JP,TKS,Airport,134.6067,34.1328
1236,TKU,Turku,FI,TKU,Airport,22.2628,60.5142
1237,TLH,Tallahassee,US,TLH,Airport,-84.3497,30.3917
1238,TLL,Tallinn,EE,TLL,Airport,24.8325,59.4133
1239,TLN,Toulon/Hyeres Le Palyvestr,FR,TLN,Airport,6.1461,43.0972
1240,TLS,Toulouse - Blagnac,FR,TLS,Airport,1.3678,43.635
1241,TLV,Tel Aviv - Ben Gurion,IL,TLV,Airport,34.8806,32.0072
1242,TMP,Tampere,FI,TMP,Airport,23.73888889,61.46388889
1243,TMS,Sao Tome,ST,TMS,Airport,6.7122,0.3781
1244,TNA,Jinan Yaoqiang Intl,CN,TNA,Airport,117.2161,36.8572
1245,TNG,Tangier,MA,TNG,Airport,-5.9169,35.7269
1246,TNH,Tonghua Sanyuanpu,CN,TNH,Airport,125.7044,42.2531
1247,TNR,Antananarivo,MG,TNR,Airport,47.4789,-18.7969
1248,TOF,Tomsk,RU,TOF,Airport,85.2133,56.3858
1249,TOP,Topeka - Phillip,US,TOP,Airport,-95.6167,39.0667
1250,TOS,Tromso,NO,TOS,Airport,18.92166667,69.68138889
1251,TOY,Toyama,JP,TOY,Airport,137.1875,36.6483
1252,TPA,"Tampa International, FL",US,TPA,Airport,-82.5333,27.9756
1253,TPE,Taipei - Taoyuan Intl,TW,TPE,Airport,121.2328,25.0778
1254,TRC,Torreon,MX,TRC,Airport,-103.4106,25.5683
1255,TRD,Trondheim,NO,TRD,Airport,10.9242,63.4575
1256,TRG,Tauranga,NZ,TRG,Airport,176.1986,-37.6733
1257,TTO,Bristol,US,TRI,Airport,-82.4075,36.4753
1258,TRN,Turin,IT,TRN,Airport,7.6494,45.2025
1259,TRS,Triest,IT,TRS,Airport,13.4722,45.8275
1260,TRU,Trujillo C. Martinez De Pinillos,PE,TRU,Airport,-79.1094,-8.0847
1261,TRV,Thiruvananthapuram,IN,TRV,Airport,76.92,8.4822
1262,TRZ,TIRUCHCHIRAPPALLI,IN,TRZ,Airport,78.7097,10.7653
1263,TPE,Taipei Songshan,TW,TSA,Airport,121.5525,25.0697
1264,TSE,Astana,KZ,TSE,Airport,71.4669,51.0231
1265,TSJ,Tsushima,JP,TSJ,Airport,129.3306,34.285
1266,TSN,Tianjin,CN,TSN,Airport,117.3461,39.1244
1267,TSR,Timisoara – Traian Vuia International Airport,RO,TSR,Airport,21.3378,45.81
1268,TTJ,Tottori,JP,TTJ,Airport,134.1667,35.53
1269,TUC,Tucuman,AR,TUC,Airport,-65.1047,-26.8408
1270,TUL,"Tulsa International, OK",US,TUL,Airport,-95.8881,36.1983
1271,TUN,Tunis - Carthage International,TN,TUN,Airport,10.2272,36.8511
1272,TUO,Taupo,NZ,TUO,Airport,176.085,-38.7408
1273,TUS,"Tucson International, AZ",US,TUS,Airport,-110.9411,32.1161
1274,TVC,Traverse City,US,TVC,Airport,-85.5822,44.7414
1275,TWU,Tawau,MY,TWU,Airport,118.1219,4.3133
1276,TXG,Taichung,TW,TXG,Airport,120.6461,24.15
1277,BER,Berlin - Tegel,DE,TXL,Airport,13.29555556,52.56027778
1278,TXN,Huangshan,CN,TXN,Airport,118.2572,29.7328
1279,TYN,Taiyuan,CN,TYN,Airport,112.6283,37.7469
1280,TYR,Tyler,US,TYR,Airport,-95.4025,32.3542
1281,TYS,"Knoxville, TN",US,TYS,Airport,-83.9942,35.8111
1282,TZX,Trabzon,TR,TZX,Airport,39.7897,40.995
1283,UBJ,Ube,JP,UBJ,Airport,131.2786,33.93
1284,UBP,Ubon Ratchathani - Muang Ubon,TH,UBP,Airport,104.8703,15.2514
1285,UDI,Uberlandia,BR,UDI,Airport,-48.2256,-18.8828
1286,UDR,Udaipur,IN,UDR,Airport,73.8961,24.6178
1287,UFA,Ufa,RU,UFA,Airport,55.8839,54.5575
1288,UIO,Quito Mariscal Sucre Airport,EC,UIO,Airport,-78.3561,-0.1239
1289,OSA,Osaka - Kobe,JP,UKB,Airport,135.2239,34.6328
1290,ULN,Ulaan Baatar,MN,ULN,Airport,106.7667,47.8431
1291,ULY,Ulyanovsk,RU,ULY,Airport,48.8028,54.4011
1292,UME,Umea,SE,UME,Airport,20.2828,63.7919
1293,UPG,Ujung Pandang,ID,UPG,Airport,119.5542,-5.0617
1294,URC,Urumqi,CN,URC,Airport,87.4742,43.9072
1295,URT,Surat Thani,TH,URT,Airport,99.1392,9.1361
1296,USH,Ushuaia,AR,USH,Airport,-68.2956,-54.8433
1297,USK,Usinsk,RU,USK,Airport,57.3672,66.0044
1298,USM,Ko Samui,TH,USM,Airport,100.0625,9.5503
1299,USN,Ulsan,KR,USN,Airport,129.3517,35.5936
1300,UTH,Udon Thani,TH,UTH,Airport,102.7883,17.3864
1301,UTN,Upington,ZA,UTN,Airport,21.2603,-28.3992
1302,UTT,Umtata,ZA,UTT,Airport,28.6742,-31.5478
1303,UUS,Yuzhno Sakhalinsk,RU,UUS,Airport,142.7175,46.8886
1304,SLU,Saint Lucia - Hewanorra,LC,UVF,Airport,-60.9525,13.7333
1305,VAA,Vaasa,FI,VAA,Airport,21.7622,63.0506
1306,VAN,Van,TR,VAN,Airport,43.3322,38.4683
1307,VAR,Varna,BG,VAR,Airport,27.825,43.2319
1308,VAS,Sivas,TR,VAS,Airport,36.9036,39.8139
1309,VBY,Visby,SE,VBY,Airport,18.3461,57.6628
1310,VCE,Venice - Marco Polo,IT,VCE,Airport,12.3519,45.5053
1311,SAO,Sao Paulo,BR,VCP,Airport,-47.1347,-23.0081
1312,VCT,Victoria,US,VCT,Airport,-96.9186,28.8525
1313,VDA,Ovda,IL,VDA,Airport,34.9358,29.9403
1314,VEL,Vernal,US,VEL,Airport,-109.5108,40.4433
1315,VER,Vera Cruz,MX,VER,Airport,-96.1872,19.1458
1316,VFA,Victoria Falls,ZW,VFA,Airport,25.8389,-18.0958
1317,VGA,Vijayawada,IN,VGA,Airport,80.7969,16.5306
1318,VGO,Vigo,ES,VGO,Airport,-8.6267,42.2317
1319,VIE,Vienna International,AT,VIE,Airport,16.5781,48.1103
1320,VIX,Vitoria,BR,VIX,Airport,-40.2864,-20.2581
1321,MOW,Moscow - Vnukovo,RU,VKO,Airport,37.2614,55.5917
1322,VLC,Valencia,ES,VLC,Airport,-0.4817,39.4894
1323,VLN,Valencia,VE,VLN,Airport,-67.9283,10.1497
1324,VNO,Vilnius,LT,VNO,Airport,25.2858,54.6342
1325,VNS,Varanasi,IN,VNS,Airport,82.8594,25.4522
1326,VNX,Vilankulos,MZ,VNX,Airport,35.3133,-22.0183
1327,VOG,Volgograd,RU,VOG,Airport,44.3456,48.7825
1328,VOL,Volos,GR,VOL,Airport,22.7944,39.2197
1329,VOZ,Voronezh,RU,VOZ,Airport,39.2297,51.8142
1330,VPS,Valparaiso - Fort Walton Beach,US,VPS,Airport,-86.52,30.4867
1331,VRA,Varadero,CU,VRA,Airport,-81.4353,23.0344
1332,VRN,Verona,IT,VRN,Airport,10.8881,45.3964
1333,VSA,Villahermosa,MX,VSA,Airport,-92.8175,17.9969
1334,VTE,Vientiane,LA,VTE,Airport,102.5633,17.9883
1335,VTZ,Vishakhapatnam,IN,VTZ,Airport,83.2244,17.7211
1336,SRZ,Santa Cruz - Viru Viru International,BO,VVI,Airport,-63.1353,-17.6447
1337,VVO,Vladivostok,RU,VVO,Airport,132.1481,43.3989
1338,VXE,Sao Vicente,CV,VXE,Airport,-25.0547,16.8336
1339,WAG,Wanganui,NZ,WAG,Airport,175.0231,-39.9625
1340,WAW,Warsaw,PL,WAW,Airport,20.9672,52.1658
1341,WDH,Windhoek - International,NA,WDH,Airport,17.46666667,-22.48333333
1342,EJQ,Shiyan Wudangshan,CN,WDS,Airport,110.9061,32.5933
1343,WEH,Weihai,CN,WEH,Airport,122.2289,37.1872
1344,WKJ,Wakkanai,JP,WKJ,Airport,141.8008,45.4042
1345,WLG,Wellington International,NZ,WLG,Airport,174.8069,-41.3269
1346,WNZ,Wenzhou,CN,WNZ,Airport,120.8522,27.9131
1347,WRE,Whangarei,NZ,WRE,Airport,174.3639,-35.7689
1348,WRG,Wrangell,US,WRG,Airport,-132.3697,56.4844
1349,WRL,Worland,US,WRL,Airport,-107.9531,43.9644
1350,WRO,Wroclaw,PL,WRO,Airport,16.8858,51.1028
1351,WUH,Wuhan,CN,WUH,Airport,114.2081,30.7839
1352,WUX,Wuxi,CN,WUX,Airport,120.4294,31.4947
1353,WVB,Walvis Bay,NA,WVB,Airport,14.6453,-22.98
1354,WXN,Wanzhou,CN,WXN,Airport,108.4272,30.8039
1355,XAP,Chapeco Serafin Enoss Bertaso,BR,XAP,Airport,-52.6567,-27.1342
1356,SXB,Strasbourg Bus Station,FR,XER,Airport,7.7356,48.5853
1357,XFN,Xiangyang,CN,XFN,Airport,112.2908,32.1506
1358,XIC,Xichang Qingshan,CN,XIC,Airport,102.1844,27.9892
1359,XIL,Xilnhot,CN,XIL,Airport,115.9633,43.9156
1360,SIA,Xi'An - Xianyang,CN,XIY,Airport,108.7539,34.4478
1361,XMN,Xiamen,CN,XMN,Airport,118.1278,24.5442
1362,FYV,"Fayetteville, AR",US,XNA,Airport,-94.17,36.0047
1363,XNN,Xining,CN,XNN,Airport,102.0403,36.5286
1364,XRY,Jerez De La Frontera - La Parra,ES,XRY,Airport,-6.06,36.7447
1365,XUZ,Xuzhou,CN,XUZ,Airport,117.2458,34.2294
1366,YAK,Yakutat,US,YAK,Airport,-139.66,59.5092
1367,YAM,Sault Sainte Marie,CA,YAM,Airport,-84.5094,46.485
1368,YAO,Yaounde Downtown,CM,YAO,Airport,11.5236,3.8336
1369,YAP,Yap International,FM,YAP,Airport,138.0825,9.4989
1370,YBC,Baie Comeau,CA,YBC,Airport,-68.2044,49.1325
1371,YBG,Bagotville,CA,YBG,Airport,-70.9925,48.3322
1372,YBL,Campbell River,CA,YBL,Airport,-125.2706,49.9508
1373,YCD,Nanaimo - Cassidy,CA,YCD,Airport,-123.8703,49.0522
1374,YCG,Castlegar,CA,YCG,Airport,-117.6325,49.2964
1375,YCU,Yuncheng - Guangong,CN,YCU,Airport,111.0336,35.1164
1376,YDF,Deer Lake,CA,YDF,Airport,-57.3914,49.2108
1377,YEA,Edmonton - International,CA,YEG,Airport,-113.5916667,53.30416667
1378,YFB,Iqaluit,CA,YFB,Airport,-68.5558,63.7564
1379,YFC,Fredericton,CA,YFC,Airport,-66.53,45.8689
1380,YGJ,Yonago,JP,YGJ,Airport,133.2364,35.4922
1381,YGK,Kingston,CA,YGK,Airport,-76.5969,44.2253
1382,YGP,Gaspe,CA,YGP,Airport,-64.4786,48.7753
1383,YGR,Iles De La Madeleine,CA,YGR,Airport,-61.7803,47.4247
1384,YTO,Toronto John C Munro Hamilton,CA,YHM,Airport,-79.9281,43.1619
1385,YHZ,Halifax - International,CA,YHZ,Airport,-63.5128,44.8869
1386,YIH,Yichang,CN,YIH,Airport,111.4797,30.5569
1387,YIN,Yining,CN,YIN,Airport,81.3289,43.9553
1388,YIW,Yiwu,CN,YIW,Airport,120.0325,29.345
1389,YKA,Kamloops,CA,YKA,Airport,-120.4444,50.7022
1390,YKM,Yakima Air Terminal,US,YKM,Airport,-120.5408,46.5681
1391,YLW,Kelowna,CA,YLW,Airport,-119.3778,49.9561
1392,YMM,Fort McMurray,CA,YMM,Airport,-111.2219,56.6533
1393,YNB,Yanbu Al Bahr,SA,YNB,Airport,38.0633,24.1442
1394,YNJ,Yanji,CN,YNJ,Airport,129.4514,42.8828
1395,YNT,Yantai,CN,YNT,Airport,120.9872,37.6572
1396,YNZ,Yancheng,CN,YNZ,Airport,120.2031,33.4261
1397,YOW,Ottawa - International,CA,YOW,Airport,-75.6692,45.3225
1398,YPR,Prince Rupert - Digby Island,CA,YPR,Airport,-130.4447,54.2861
1399,YQB,Quebec,CA,YQB,Airport,-71.3933,46.7911
1400,YQG,Windsor,CA,YQG,Airport,-82.9619,42.2706
1401,YQL,Lethbridge,CA,YQL,Airport,-112.7903,49.6297
1402,YQM,Moncton,CA,YQM,Airport,-64.6925,46.1069
1403,YQQ,Comox,CA,YQQ,Airport,-124.8867,49.7108
1404,YQR,Regina,CA,YQR,Airport,-104.6572,50.4294
1405,YQT,Thunder Bay,CA,YQT,Airport,-89.3239,48.3719
1406,YQU,Grande Prairie,CA,YQU,Airport,-118.885,55.1797
1407,YQX,Gander,CA,YQX,Airport,-54.56,48.9478
1408,YQY,Sydney,CA,YQY,Airport,-60.0478,46.1614
1409,YQZ,Quesnel,CA,YQZ,Airport,-122.5103,53.0261
1410,YSB,Sudbury,CA,YSB,Airport,-80.7989,46.625
1411,YSJ,Saint John,CA,YSJ,Airport,-65.8822,45.3206
1412,YTS,Timmins,CA,YTS,Airport,-81.3767,48.5697
1413,YTY,Yangzhou Taizhoui,CN,YTY,Airport,119.7189,32.5631
1414,YTO,Toronto Bishop Billy City A/P,CA,YTZ,Airport,-79.3961,43.6275
1415,YMQ,Montreal - Pierre Elliott Trudeau,CA,YUL,Airport,-73.7408,45.4706
1416,YUY,Rouyn,CA,YUY,Airport,-78.8356,48.2061
1417,YVO,Val D'Or,CA,YVO,Airport,-77.7828,48.0533
1418,YVR,Vancouver - International,CA,YVR,Airport,-123.1844,49.1939
1419,YWG,Winnipeg,CA,YWG,Airport,-97.23333333,49.9
1420,YWK,Wabush,CA,YWK,Airport,-66.8644,52.9219
1421,YWL,Williams Lake,CA,YWL,Airport,-122.0542,52.1831
1422,YXC,Cranbrook,CA,YXC,Airport,-115.7822,49.6108
1423,YXE,Saskatoon,CA,YXE,Airport,-106.6997,52.1708
1424,YXH,Medicine Hat,CA,YXH,Airport,-110.7231,50.0172
1425,YXJ,Fort Saint John,CA,YXJ,Airport,-120.7403,56.2381
1426,YXS,Prince George,CA,YXS,Airport,-122.6758,53.8819
1427,YXT,Terrace,CA,YXT,Airport,-128.5761,54.4686
1428,YXU,London (CA),CA,YXU,Airport,-81.1539,43.0356
1429,YXX,Abbotsford,CA,YXX,Airport,-122.3606,49.0253
1430,YXY,Whitehorse,CA,YXY,Airport,-135.0672,60.7094
1431,YYB,North Bay,CA,YYB,Airport,-79.4228,46.3636
1432,YYC,Calgary,CA,YYC,Airport,-114.0202778,51.11388889
1433,YYD,Smithers,CA,YYD,Airport,-127.1828,54.8247
1434,YYF,Penticton,CA,YYF,Airport,-119.6022,49.4631
1435,YYG,Charlottetown,CA,YYG,Airport,-63.1256,46.2892
1436,YYJ,Victoria - International,CA,YYJ,Airport,-123.4258,48.6469
1437,YYR,Goose Bay,CA,YYR,Airport,-60.4106,53.3194
1438,YYT,Saint John's,CA,YYT,Airport,-52.75194444,47.61861111
1439,YYY,Mont Joli,CA,YYY,Airport,-68.2081,48.6086
1440,YTO,Toronto - Pearson Int'l (Lester),CA,YYZ,Airport,-79.6306,43.6772
1441,YZF,Yellowknife,CA,YZF,Airport,-114.4431,62.4686
1442,YZP,Sandspit,CA,YZP,Airport,-131.8139,53.2544
1443,YZR,Sarnia,CA,YZR,Airport,-82.3089,42.9994
1444,YZV,Sept-Iles,CA,YZV,Airport,-66.2656,50.2233
1445,ZAD,Zadar,HR,ZAD,Airport,15.3467,44.1083
1446,ZAG,Zagreb,HR,ZAG,Airport,16.0689,45.7431
1447,ZAL,Valdivia,CL,ZAL,Airport,-73.0864,-39.6494
1448,NUE,Nuremberg Rail Station,DE,ZAQ,RailwayStation,11.0825,49.445
1449,ZBF,Bathurst,CA,ZBF,Airport,-65.7389,47.6297
1450,ZCL,Zacatecas,MX,ZCL,Airport,-102.6869,22.8972
1451,ZCO,Temuco,CL,ZCO,Airport,-72.6469,-38.9269
1452,ZDH,Basel SBB Railway Station,CH,ZDH,RailwayStation,7.5897,47.5478
1453,PHL,Philadelphia 30th Street Rail Station,US,ZFV,RailwayStation,-75.1822,39.9558
1454,ZHA,Zhanjiang,CN,ZHA,Airport,110.3583,21.2153
1455,ZIH,Ixtapa/Zihuatanejo International,MX,ZIH,Airport,-101.4606,17.6017
1456,ZLO,Manzanillo,MX,ZLO,Airport,-104.5586,19.1447
1457,ZNZ,Zanzibar,TZ,ZNZ,Airport,39.225,-6.2219
1458,ZOS,Osorno,CL,ZOS,Airport,-73.0606,-40.6114
1459,ZQN,Queenstown,NZ,ZQN,Airport,168.7467,-45.0183
1460,ZRH,Zurich,CH,ZRH,Airport,8.5492,47.4647
1461,ZSB,Salzburg Hbf Rail Station,,ZSB,RailwayStation,13.0458,47.8131
1462,ZTH,Zakynthos,GR,ZTH,Airport,20.8842,37.7508
1463,ZUH,Zhuhai,CN,ZUH,Airport,113.3761,22.0067
1464,STR,Stuttgart - Railway Station,DE,ZWS,RailwayStation,9.1814,48.7836
1465,ZYI,Zunyi Xinzhou,CN,ZYI,Airport,107.2461,27.8111
1466,AKX,Kyzylorda,KZ,kzo,Airport,0.0,0.0
