,CityCode,Name,CountryCode,AirportCode,LocationType,Longitude,Latitude
382,FAI,FAIRBANKS INTERNATIONAL APT,US,FAI,Airport,-147.8564,64.815
383,FAO,Faro,PT,FAO,Airport,-7.9658,37.0144
384,FAR,"Fargo, ND",US,FAR,Airport,-96.8158,46.9206
385,FAT,"Fresno - Air Terminal, CA",US,FAT,Airport,-119.7181,36.7761
386,FAY,"Fayetteville, North Carolina - Municipal",US,FAY,Airport,-78.8831,34.99
387,FBM,Lubumbashi,CD,FBM,Airport,27.5308,-11.5914
388,FCA,Kalispell,US,FCA,Airport,-114.2561,48.3106
389,ROM,Rome - Leonardo Da Vinci,IT,FCO,Airport,12.2389,41.8003
390,FDH,Friedrichshafen,DE,FDH,Airport,9.5114,47.6714
391,FEZ,FES SAISS,MA,FEZ,Airport,-4.9781,33.9272
392,FIH,Kinshasa N'Djili,CD,FIH,Airport,15.4444,-4.3858
393,FKB,Karlsruhe,DE,FKB,Airport,8.0806,48.7794
394,FKS,Fukushima,JP,FKS,Airport,140.4306,37.2275
395,GCN,GRAND CANYON FLAGSTAFF PULLIAM,US,FLG,Airport,-111.6711,35.1383
396,FLL,"Fort Lauderdale - International, FL",US,FLL,Airport,-80.1528,26.0725
397,FLN,Florianopolis,BR,FLN,Airport,-48.5472,-27.6706
398,FLO,Florence,US,FLO,Airport,-79.7247,34.1875
399,FLR,Florence - Amerigo Vespucci,IT,FLR,Airport,11.2028,43.8086
400,FMM,Memmingen,DE,FMM,Airport,10.2375,47.9881
401,FMN,"Farmington, New Mexico - Municipal",US,FMN,Airport,-108.2311,36.7414
402,FMO,Munster,DE,FMO,Airport,7.6847,52.1347
403,FMY,Fort Myers - Page Field,US,FMY,Airport,-81.8667,26.5833
404,FNA,Freetown - Lungi International,SL,FNA,Airport,-13.1956,8.6164
405,FNC,Funchal,PT,FNC,Airport,-16.7781,32.6942
406,FNJ,PYONGYANG SUNAN INTL,KP,FNJ,Airport,125.67,39.2236
407,FNT,Flint,US,FNT,Airport,-83.7436,42.9656
408,FOC,Fuzhou,CN,FOC,Airport,119.6633,25.935
409,TOP,Topeka - Forbes AFB,US,FOE,Airport,-95.6636,38.9508
410,FOR,Fortaleza,BR,FOR,Airport,-38.5325,-3.7764
411,FRA,Frankfurt/Main International,DE,FRA,Airport,8.5706,50.0331
412,FRS,Flores,GT,FRS,Airport,-89.8697,16.9156
413,FRU,BISHKEK MANAS INTERNATIONAL,KG,FRU,Airport,74.4775,43.0614
414,FRW,Francistown,BW,FRW,Airport,27.4744,-21.1597
415,FSC,Figari,FR,FSC,Airport,9.0967,41.5022
416,FSD,Sioux Falls,US,FSD,Airport,-96.7419,43.5819
417,FSZ,Shizuoka,JP,FSZ,Airport,138.1808,34.7969
418,FTE,El Calafate,AR,FTE,Airport,-72.0533,-50.28
419,FUE,Fuerteventura,ES,FUE,Airport,-13.8639,28.4528
420,FUJ,GOTO-FUKUE,JP,FUJ,Airport,128.8328,32.6664
421,FUK,Fukuoka,JP,FUK,Airport,130.4506,33.5858
422,FWA,"Fort Wayne Municipal - Baer Field, IN",US,FWA,Airport,-85.1897,40.9831
423,FYV,"Fayetteville, Arkansas - Drake Field Municipal",US,FYV,Airport,-94.1667,36.0
424,GAU,Guwahati,IN,GAU,Airport,91.5858,26.1061
425,GAY,Gaya,IN,GAY,Airport,84.9511,24.7444
426,GBE,Gaborone - Sir Seretse Khama International,BW,GBE,Airport,25.9183,-24.5553
427,GCC,Gillette,US,GCC,Airport,-105.5417,44.3475
428,GCI,Guernsey,GB,GCI,Airport,-2.6019,49.4347
429,GCK,Garden City Municipal,US,GCK,Airport,-100.7244,37.9275
430,GCM,GRAND CAYMAN OWEN ROBERTS INTL,KY,GCM,Airport,-81.3578,19.2928
431,GDE,Gode,ET,GDE,Airport,43.5786,5.935
432,GDL,Guadalajara,MX,GDL,Airport,-103.3111,20.5217
433,GDN,Gdansk,PL,GDN,Airport,18.4661,54.3775
434,GDQ,Gonder,ET,GDQ,Airport,37.4342,12.52
435,GEG,"Spokane International, WA",US,GEG,Airport,-117.54,47.6172
436,GEO,GEORGETOWN CHEDDI JAGAN INTERNATIONAL,GY,GEO,Airport,-58.2542,6.4986
437,RIO,Rio de Janeiro - International,BR,GIG,Airport,-43.2483,-22.8125
438,GIS,GISBORNE,NZ,GIS,Airport,177.9769,-38.6639
439,GJT,"Grand Junction, CO",US,GJT,Airport,-108.5258,39.1233
440,GLA,Glasgow,GB,GLA,Airport,-4.4333,55.8719
441,GMB,Gambela,ET,GMB,Airport,34.5631,8.1289
442,SEL,Seoul - Gimpo International,KR,GMP,Airport,126.7906,37.5583
443,GND,GRENADA MAURICE BISHOP INTL,GD,GND,Airport,-61.7861,12.0042
444,GNV,"Gainesville, Florida - Allison Municipal",US,GNV,Airport,-82.2717,29.69
445,SFQ,Sanliurfa - Guney Anadolu,TR,GNY,Airport,38.8469,37.0944
446,GOA,Genoa,IT,GOA,Airport,8.8375,44.4133
447,GOB,Goba,ET,GOB,Airport,40.045,7.1189
448,GOI,Goa,IN,GOI,Airport,73.8314,15.3808
449,GOJ,Nizhny Novgorod,RU,GOJ,Airport,43.7842,56.23
450,GOM,Goma International,CG,GOM,Airport,29.2383,-1.6708
451,GOT,Gothenburg - Landvetter,SE,GOT,Airport,12.2797,57.6628
452,GPA,Patrai,GR,GPA,Airport,21.4256,38.1511
453,GPS,BALTRA ISLAND SEYMOUR,EC,GPS,Airport,-90.2658,-0.4539
454,GPT,Gulfport,US,GPT,Airport,-89.07,30.4072
455,GRB,Green Bay,US,GRB,Airport,-88.1339,44.4856
456,GRI,Grand Island,US,GRI,Airport,-98.3097,40.9675
457,GRJ,George,ZA,GRJ,Airport,22.3789,-34.0056
458,GRO,GIRONA COSTA BRAVA APT,ES,GRO,Airport,2.7606,41.9008
459,GRQ,GRONINGEN EELDE,NL,GRQ,Airport,6.5833,53.125
460,GRR,"Grand Rapids, Kent County Intl, MI",US,GRR,Airport,-85.5228,42.8808
461,SAO,Sao Paulo - Guarulhos International,BR,GRU,Airport,-46.4694,-23.4319
462,GRZ,Graz - Thalerhof,AT,GRZ,Airport,15.44,46.9936
463,GSO,"Greensboro - Piedmont Triad International, NC",US,GSO,Airport,-79.9372,36.0978
464,GSP,"Greenville - Spartanbur, SC",US,GSP,Airport,-82.2189,34.8956
465,GTF,Great Falls International,US,GTF,Airport,-111.3706,47.4819
466,GUA,Guatemala City,GT,GUA,Airport,-90.5272,14.5844
467,GUC,Gunnison,US,GUC,Airport,-106.9331,38.5356
468,GUM,Guam - Agana Field,GU,GUM,Airport,144.7961,13.4833
469,AKX,Atyrau,KZ,GUW,Airport,51.8214,47.1219
470,GVA,Genève - Geneva-Cointrin Airport,CH,GVA,Airport,6.1089,46.2381
471,GWL,Gwalior,IN,GWL,Airport,78.2278,26.2933
472,GWT,Westerland/Sylt,DE,GWT,Airport,8.3406,54.9133
473,BAK,Baku - Heydar Aliyev Int´l,AZ,GYD,Airport,50.0467,40.4675
474,GYE,Guayaquil,EC,GYE,Airport,-79.8836,-2.1575
475,GYN,Goiania,BR,GYN,Airport,-49.2206,-16.6319
476,GZP,Gazipasa,TR,GZP,Airport,32.2903,36.2981
477,GZT,Gaziantep,TR,GZT,Airport,37.4786,36.9472
478,HAC,Hachijo Jima,JP,HAC,Airport,139.7858,33.115
479,YVA,MORONI PRINCE SAID IBRAHIM,KM,HAH,Airport,43.2719,-11.5336
480,HAJ,Hannover,DE,HAJ,Airport,9.6894,52.4606
481,HAK,Haikou,CN,HAK,Airport,110.4589,19.9347
482,HAM,Hamburg,DE,HAM,Airport,9.9883,53.6303
483,HAN,Hanoi,VN,HAN,Airport,105.8072,21.2211
484,HAR,"Harrisburg, Pennsylvania - Skyport",US,HAR,Airport,-76.8667,40.2667
485,HAU,Haugesund,NO,HAU,Airport,5.2083,59.3453
486,HAV,Havanna,CU,HAV,Airport,-82.4078,22.9903
487,HBA,Hobart,AU,HBA,Airport,147.5103,-42.8361
488,ALY,Alexandria - Borg El Arab,EG,HBE,Airport,29.6964,30.9178
489,HDB,Heidelberg,DE,HDB,Airport,8.6519,49.3933
490,HDF,Heringsdorf/Usedom,DE,HDF,Airport,14.1522,53.8786
491,AXG,"Hayden - Yampa Valley, Colorado",US,HDN,Airport,-107.2236,40.4833
492,HDS,Hoedspruit,ZA,HDS,Airport,30.9469,-24.3486
493,HDY,Hat Yai,TH,HDY,Airport,100.395,6.9328
494,HEL,Helsinki - Vantaa,FI,HEL,Airport,24.9633,60.3172
495,HER,Heraklion,GR,HER,Airport,25.1803,35.3397
496,HET,Hohhot,CN,HET,Airport,111.8242,40.8514
497,HFE,Hefei,CN,HFE,Airport,116.9892,31.9911
498,HGA,HARGEISA EGAL INTL,SO,HGA,Airport,44.0839,9.5139
499,HGH,Hangzhou,CN,HGH,Airport,120.4344,30.2294
500,HHH,Hilton Head,US,HHH,Airport,-80.6989,32.2222
501,HIJ,Hiroshima International,JP,HIJ,Airport,132.9194,34.4361
502,HIL,Shilabo,ET,HIL,Airport,44.8,6.0833
503,HIN,Jinju,KR,HIN,Airport,128.0703,35.0886
504,HKD,Hakodate,JP,HKD,Airport,140.8219,41.77
505,HKG,Hong Kong International Airport,HK,HKG,Airport,113.9147,22.3089
506,HKT,Phuket,TH,HKT,Airport,98.3053,8.1122
507,HLD,Hailar,CN,HLD,Airport,119.8167,49.2086
508,HLH,Ulanhot,CN,HLH,Airport,122.0083,46.1947
509,HLN,"Helena, Montana",US,HLN,Airport,-111.9828,46.6069
510,HMO,Hermosillo,MX,HMO,Airport,-111.0478,29.0958
511,TYO,Tokyo - Haneda,JP,HND,Airport,139.7797,35.5522
512,HNL,Honolulu International,US,HNL,Airport,-157.9222,21.3278
513,HOG,Holguin,CU,HOG,Airport,-76.315,20.7856
514,HOV,Orsta-Volda,NO,HOV,Airport,6.0711,62.1792
515,HPN,Westchester County,US,HPN,Airport,-73.7075,41.0669
516,HRB,Harbin,CN,HRB,Airport,126.2503,45.6233
517,HRE,Harare,ZW,HRE,Airport,31.0928,-17.9319
518,HRG,Hurghada,EG,HRG,Airport,33.8014,27.1786
519,HRK,Kharkov,UA,HRK,Airport,36.2836,49.9261
520,HFD,"Harlingen, Texas",US,HRL,Airport,-97.6544,26.2286
521,HSG,Saga Airport,JP,HSG,Airport,130.3022,33.1497
522,HSV,"Huntsville, Madison County, AL",US,HSV,Airport,-86.775,34.6372
523,HTS,Huntington,US,HTS,Airport,-82.5592,38.3683
524,HTY,Hatay,TR,HTY,Airport,36.2847,36.3597
525,HUE,Humera,ET,HUE,Airport,36.8794,13.8333
526,HUX,Huatulco,MX,HUX,Airport,-96.2625,15.7753
527,HYD,Hyderabad,IN,HYD,Airport,78.4314,17.2311
528,HYN,Taizhou,CN,HYN,Airport,121.4303,28.5653
529,HYS,Hays,US,HYS,Airport,-99.2756,38.8503
530,WAS,"Washington - Dulles International, DC",US,IAD,Airport,-77.4558,38.9444
531,HOU,"Houston - Intercontinental, TX",US,IAH,Airport,-95.3414,29.9844
532,IAS,Iasi,RO,IAS,Airport,27.6206,47.1786
533,IBZ,Ibiza,ES,IBZ,Airport,1.3731,38.8728
534,SEL,Seoul - Incheon International Airport,KR,ICN,Airport,126.4506,37.4692
535,ICT,"Wichita - Mid-Continent, KS",US,ICT,Airport,-97.4331,37.6528
536,IDA,IDAHO FALLS REGIONAL,US,IDA,Airport,-112.0708,43.5144
537,IDR,Indore,IN,IDR,Airport,75.8011,22.7217
538,IEG,ZIELONA GORA BABIMOST,PL,IEG,Airport,15.7986,52.1386
539,IEV,KIEV ZHULIANY INTL APT,UA,IEV,Airport,30.4497,50.4017
540,IFN,ESFAHAN SHAHID BEHESHTI INTL,IR,IFN,Airport,51.8697,32.7517
541,IGD,Igdir,TR,IGD,Airport,43.8844,39.9728
542,IGR,Iguazu,AR,IGR,Airport,-54.4733,-25.7372
543,IGU,Foz do Iguaçu - Cataratas,BR,IGU,Airport,-54.4872,-25.5961
544,THR,Tehran - Imam Khomeini Intl,IR,IKA,Airport,51.1522,35.4161
545,ILE,Killeen Municipal,US,ILE,Airport,-97.6867,31.085
546,ILM,Wilmington,US,ILM,Airport,-77.9025,34.2706
547,IMF,Imphal,IN,IMF,Airport,93.8967,24.76
548,INC,Yinchuan,CN,INC,Airport,106.0119,38.4933
549,IND,"Indianapolis International, IN",US,IND,Airport,-86.2944,39.7172
550,INI,Nis,RS,INI,Airport,21.8536,43.3372
551,INN,Innsbruck - Kranebitten,AT,INN,Airport,11.3439,47.2603
552,IOA,Ioannina,GR,IOA,Airport,20.8225,39.6964
553,IOS,Ilheus,BR,IOS,Airport,-39.0333,-14.8158
554,IPL,El Centro - Imperial County,US,IPL,Airport,-115.5747,32.835
555,IQQ,Iquique,CL,IQQ,Airport,-70.1814,-20.5353
556,ISB,Islamabad International,PK,ISB,Airport,73.0992,33.6167
557,ISE,ISPARTA SULEYMAN DEMIREL,TR,ISE,Airport,30.3683,37.8556
558,ISG,Ishigaki,JP,ISG,Airport,124.245,24.3964
559,IST,Istanbul,TR,ISL,Airport,28.815,40.9769
560,ISN,Williston - Sloulin Field International,US,ISN,Airport,-103.6433,48.1792
561,IST,Istanbul,TR,IST,Airport,28.8147,40.9769
562,ISU,Sulaymaniyah International,IQ,ISU,Airport,45.3158,35.5625
563,ITH,Ithaca,US,ITH,Airport,-76.4608,42.4911
564,OSA,Osaka - Itami,JP,ITM,Airport,135.4383,34.7856
565,ITO,Hilo International,US,ITO,Airport,-155.0483,19.7214
566,IVC,INVERCARGILL,NZ,IVC,Airport,168.3131,-46.4147
567,IVL,Ivalo,FI,IVL,Airport,27.4053,68.6072
568,IWJ,Iwami,JP,IWJ,Airport,131.7903,34.6764
569,IWK,Iwakuni,JP,IWK,Airport,132.2356,34.1353
570,IXA,Agartala,IN,IXA,Airport,91.2406,23.8869
571,IXB,Bagdogra,IN,IXB,Airport,88.3286,26.6811
572,IXC,Chandigarh,IN,IXC,Airport,76.7886,30.6733
573,IXD,Allahabad,IN,IXD,Airport,81.7339,25.44
574,IXE,Mangalore,IN,IXE,Airport,74.89,12.9614
575,IXJ,Jammu,IN,IXJ,Airport,74.8375,32.6892
576,IXL,Leh,IN,IXL,Airport,77.5464,34.1358
577,IXM,Madurai,IN,IXM,Airport,78.0933,9.8344
578,IXR,Ranchi,IN,IXR,Airport,85.3217,23.3142
579,IXS,Silchar,IN,IXS,Airport,92.9786,24.9131
580,IXU,Aurangabad,IN,IXU,Airport,75.3981,19.8628
581,IXZ,Port Blair,IN,IXZ,Airport,92.7297,11.6411
582,JAC,"Jackson, WY",US,JAC,Airport,-110.7378,43.6072
583,JAI,Jaipur,IN,JAI,Airport,75.8122,26.8242
584,JAN,"Jackson, Mississippi - International",US,JAN,Airport,-90.0758,32.3111
585,JAX,"Jacksonville, International, FL",US,JAX,Airport,-81.6878,30.4942
586,JDH,Jodhpur,IN,JDH,Airport,73.0489,26.2511
587,JDZ,Jingdezhen,CN,JDZ,Airport,117.1764,29.3392
588,JED,Jeddah - King Abdul Aziz International,SA,JED,Airport,39.1567,21.6794
589,JER,Jersey,GB,JER,Airport,-2.1953,49.2078
590,NYC,"New York - JFK International, NY",US,JFK,Airport,-73.7789,40.6397
591,JGA,Jamnagar,IN,JGA,Airport,70.0125,22.4656
592,JHB,Johor Bahru - Sultan Ismail International,MY,JHB,Airport,103.6703,1.6389
593,JHM,Kapalua,US,JHM,Airport,-156.6731,20.9631
594,JIB,Djibouti,DJ,JIB,Airport,43.1594,11.5472
595,JIJ,Jijiga,ET,JIJ,Airport,42.7897,9.3633
596,JIM,Jimma,ET,JIM,Airport,36.8181,7.6628
597,JJN,Quanzhou,CN,JJN,Airport,118.5881,24.7956
598,JKG,Jonkoping,SE,JKG,Airport,14.0686,57.7575
599,JKH,Chios,GR,JKH,Airport,26.1406,38.3431
600,JLR,Jabalpur,IN,JLR,Airport,80.0519,23.1778
601,JMK,Mykonos,GR,JMK,Airport,25.3481,37.435
602,JMS,"Jamestown, North Dakota",US,JMS,Airport,-98.6783,46.9297
603,JMU,Jiamusi,CN,JMU,Airport,130.4653,46.8433
604,JNB,Johannesburg- O.R. Tambo International Airport,ZA,JNB,Airport,28.2461,-26.1392
605,JOI,Joinville,BR,JOI,Airport,-48.7975,-26.2244
606,JOK,Yoshkar-Ola,RU,JOK,Airport,47.8964,56.7008
607,JPA,JOAO PESSOA CASTRO PINTO INTL,BR,JPA,Airport,-34.9506,-7.1483
608,JRH,Jorhat,IN,JRH,Airport,94.1756,26.7317
609,JRO,Kilimanjaro,TZ,JRO,Airport,37.0744,-3.4294
610,JSH,SITEIA,GR,JSH,Airport,26.1014,35.2161
611,JSI,Skiathos,GR,JSI,Airport,23.5036,39.1772
612,JTR,Thira,GR,JTR,Airport,25.4794,36.3992
613,JUB,Juba,SS,JUB,Airport,31.6011,4.8719
614,JUJ,Jujuy,AR,JUJ,Airport,-65.0978,-24.3928
615,JUL,JULIACA INCO MANCO CAPAC INTL,PE,JUL,Airport,-70.1581,-15.4672
616,JUZ,QUZHOU,CN,JUZ,Airport,118.9,28.9672
617,KAN,MALLAM AMINU KANO INTL,NG,KAN,Airport,8.5247,12.0475
618,KAO,Kuusamo,FI,KAO,Airport,29.2394,65.9875
619,KBL,KABUL INTERNATIONAL,AF,KBL,Airport,69.2125,34.5658
620,IEV,Kiev - Boryspil Int´l,UA,KBP,Airport,30.8947,50.345
621,KBR,Kota Bharu,MY,KBR,Airport,102.2911,6.1675
622,KBV,Krabi,TH,KBV,Airport,98.9889,8.0958
623,KCH,Kuching,MY,KCH,Airport,110.3439,1.4842
624,KCM,Kahramanmaras,TR,KCM,Airport,36.9533,37.5389
625,KCZ,Kochi,JP,KCZ,Airport,133.6694,33.5461
626,REK,Reykjavik - Keflavik International,IS,KEF,Airport,-22.6056,63.985
627,KFS,Kastamonu,TR,KFS,Airport,33.7961,41.315
628,KGD,Kaliningrad,RU,KGD,Airport,20.5925,54.89
629,KGL,Kigali,RW,KGL,Airport,30.1394,-1.9686
630,KGS,Kos,GR,KGS,Airport,27.0917,36.7933
631,KHE,Kherson,UA,KHE,Airport,32.5072,46.6772
632,KHG,Kashi,CN,KHG,Airport,76.02,39.5425
633,KHH,Kaohsiung International,TW,KHH,Airport,120.35,22.5772
634,KHI,Karachi,PK,KHI,Airport,67.1608,24.9067
635,KHN,Nanchang,CN,KHN,Airport,115.9022,28.8639
636,KHV,Khabarovsk,RU,KHV,Airport,135.1883,48.5281
637,KIJ,Niigata,JP,KIJ,Airport,139.1208,37.9558
638,KIM,Kimberley,ZA,KIM,Airport,24.7653,-28.8028
639,KIN,Norman Manley Intl,JM,KIN,Airport,-76.7875,17.9356
640,KIV,Chisinau,MD,KIV,Airport,28.9308,46.9278
641,OSA,Osaka - Kansai International,JP,KIX,Airport,135.2442,34.4272
642,KJA,Krasnoyarsk,RU,KJA,Airport,92.4933,56.1731
643,FKB,Karlsruhe - Hbf Railway Station,DE,KJR,RailwayStation,0.0,0.0
644,KKC,Khon Kaen,TH,KKC,Airport,102.7822,16.4644
645,KKE,Kerikeri,NZ,KKE,Airport,173.9119,-35.2578
646,KKJ,Kita Kyushu,JP,KKJ,Airport,131.0347,33.8458
647,KKN,Kirkenes,NO,KKN,Airport,29.8914,69.7258
648,KLO,Kalibo,PH,KLO,Airport,122.3811,11.6844
649,KLR,Kalmar,SE,KLR,Airport,16.2875,56.6856
650,KLT,Kaiserslautern,DE,KLT,RailwayStation,7.0,49.0
651,KLU,Klagenfurt,AT,KLU,Airport,14.3378,46.6428
652,KLX,Kalamata,GR,KLX,Airport,22.0256,37.0683
653,KMG,Kunming,CN,KMG,Airport,102.935,25.1086
654,KMI,Miyazaki,JP,KMI,Airport,131.4486,31.8772
655,KMJ,Kumamoto,JP,KMJ,Airport,130.855,32.8372
656,KMQ,Komatsu,JP,KMQ,Airport,136.4067,36.3947
657,KNC,Ji'An,CN,KNC,Airport,0.0,0.0
658,MES,Medan Kuala Namu,ID,KNO,Airport,98.8719,3.6378
659,KNU,Kanpur,IN,KNU,Airport,80.3672,26.4406
660,KOA,Kona,US,KOA,Airport,-156.0456,19.7389
661,KOJ,Kagoshima,JP,KOJ,Airport,130.7194,31.8033
662,KOW,Ganzhou Huangjin,CN,KOW,Airport,114.7753,25.8514
663,KPO,P'Ohang,KR,KPO,Airport,129.4206,35.9878
664,KRK,Krakow,PL,KRK,Airport,19.7847,50.0778
665,KRL,Korla,CN,KRL,Airport,86.1303,41.6992
666,KRN,Kiruna,SE,KRN,Airport,20.3367,67.8219
667,KRR,Krasnodar,RU,KRR,Airport,39.1664,45.0325
668,KRS,Kristiansand - Kjevik,NO,KRS,Airport,8.0853,58.2042
669,KRT,Khartoum,SD,KRT,Airport,32.5531,15.5894
670,KRY,Karamay,CN,KRY,Airport,84.9539,45.4661
671,KSA,Kosrae International,FM,KSA,Airport,162.9583,5.3569
672,KSC,Kosice,SK,KSC,Airport,21.2411,48.6631
673,KSD,Karlstad,SE,KSD,Airport,13.3375,59.4447
674,KSU,Kristiansund - Kvernberget,NO,KSU,Airport,7.8244,63.1117
675,KSY,Kars,TR,KSY,Airport,43.115,40.5622
676,KTM,Kathmandu - Tribhuvan,NP,KTM,Airport,85.3592,27.6967
677,KTN,Ketchikan International,US,KTN,Airport,-131.7139,55.3556
678,KTT,Kittila,FI,KTT,Airport,24.8469,67.7011
679,KTW,Katowice,PL,KTW,Airport,19.08,50.4742
680,KUA,Kuantan,MY,KUA,Airport,103.2094,3.7808
681,KUF,Samara Int'l Apt. Kuromoch,RU,KUF,Airport,50.1517,53.5039
682,KUH,Kushiro,JP,KUH,Airport,144.1931,43.0408
683,KUL,Kuala Lumpur Int'l (Sepang),MY,KUL,Airport,101.5519444,3.129722222
684,KUN,Kaunas,LT,KUN,Airport,24.0847,54.9639
685,KUO,Kuopio,FI,KUO,Airport,27.7978,63.0072
686,KVA,Kavala,GR,KVA,Airport,24.6192,40.9133
687,KVX,Kirov,RU,KVX,Airport,49.3422,58.5008
688,KWA,Kwajalein Island Bucholz Aaf,MH,KWA,Airport,167.7317,8.72
689,KWE,Guiyang,CN,KWE,Airport,106.8008,26.5386
690,KWI,Kuwait International,KW,KWI,Airport,47.9689,29.2267
691,KWJ,Gwangju,KR,KWJ,Airport,126.8089,35.1264
692,KWL,Guilin,CN,KWL,Airport,110.0392,25.2181
693,KSF,Kassel - Railway Station Wilhelmshoehe,DE,KWQ,RailwayStation,0.0,0.0
694,KYA,Konya,TR,KYA,Airport,32.5619,37.9789
695,KZN,Kazan,RU,KZN,Airport,49.2786,55.6061
696,LAD,Luanda,AO,LAD,Airport,13.2311,-8.8583
697,LAN,Lansing,US,LAN,Airport,-84.5872,42.7786
698,LAP,La Paz,MX,LAP,Airport,-110.3625,24.0728
699,LAR,Laramie,US,LAR,Airport,-105.675,41.3119
700,LAS,"Las Vegas - McCarran International, NV",US,LAS,Airport,-115.1522,36.08
701,LAX,"Los Angeles International, CA",US,LAX,Airport,-118.4081,33.9425
702,LBB,"Lubbock International, TX",US,LBB,Airport,-101.8228,33.6636
703,LBF,North Platte,US,LBF,Airport,-100.6931,41.1311
704,LBL,Liberal,US,LBL,Airport,-100.96,37.0442
705,LBU,Labuan,MY,LBU,Airport,115.2525,5.2972
706,LBV,Libreville,GA,LBV,Airport,9.4122,0.4586
707,LCA,Larnaca,CY,LCA,Airport,33.6247,34.875
708,LCH,Lake Charles,US,LCH,Airport,-93.2233,30.1261
709,LCJ,Lodz Lublinek Airport,PL,LCJ,Airport,19.3981,51.7219
710,LON,London City Airport,GB,LCY,Airport,0.0542,51.505
711,LDB,Londrina,BR,LDB,Airport,-51.13,-23.3336
712,LDE,Lourdes/Tarbes,FR,LDE,Airport,-0.0028,43.1856
713,LED,St. Petersburg - Pulkovo International,RU,LED,Airport,30.2625,59.8003
714,LEI,Almeria,ES,LEI,Airport,-2.37,36.8439
715,LEJ,Leipzig/Halle,DE,LEJ,Airport,12.2417,51.4325
716,LET,Leticia Alfredo V. Cobo International,CO,LET,Airport,-69.9431,-4.1936
717,LEX,"Lexington, KY",US,LEX,Airport,-84.6058,38.0364
718,LFQ,Linfen Qiaoli,CN,LFQ,Airport,111.4917,36.0397
719,LFT,"Lafayette, Louisiana - Regional",US,LFT,Airport,-91.9875,30.2053
720,LFW,Lome,TG,LFW,Airport,1.2544,6.1656
721,NYC,New York - La Guardia,US,LGA,Airport,-73.8725,40.7772
722,LGB,Long Beach,US,LGB,Airport,-118.1517,33.8178
723,LGG,Liege - Bierset,BE,LGG,Airport,5.4433,50.6375
724,LGK,Langkawi,MY,LGK,Airport,99.7322,6.3386
725,LON,London,GB,LGW,Airport,-0.1903,51.1481
726,LHE,Lahore,PK,LHE,Airport,74.4036,31.5217
727,LON,London Heathrow,GB,LHR,Airport,-0.4614,51.4775
728,LHW,Lanzhou - Lanzhou Airport,CN,LHW,Airport,103.6167,36.5167
729,LIH,Kauai Island - Lihue,US,LIH,Airport,-159.3361,21.9764
730,LIM,Lima,PE,LIM,Airport,-77.1144,-12.0219
731,MIL,Milan Linate,IT,LIN,Airport,9.2783,45.4494
732,LIR,Liberia,CR,LIR,Airport,-85.5444,10.5933
733,LIS,Lisbon – Aeroporto de Lisboa,PT,LIS,Airport,-9.1342,38.7742
734,LIT,Little Rock,US,LIT,Airport,-92.2244,34.7294
735,LJG,Lijiang Sanyi,CN,LJG,Airport,100.2436,26.6742
736,LJU,Ljubljana,SI,LJU,Airport,14.4575,46.22361111
737,LKO,Lucknow,IN,LKO,Airport,80.8894,26.7606
738,LLA,Lulea,SE,LLA,Airport,22.1219,65.5439
739,LLI,Lalibela,ET,LLI,Airport,38.98,11.975
740,LLW,Lilongwe - Kamuzu International,MW,LLW,Airport,33.7811,-13.7894
741,LMP,Lampedusa,IT,LMP,Airport,12.6183,35.4981
742,LNK,"Lincoln, NE",US,LNK,Airport,-96.7592,40.8511
743,LNY,Lanai City,US,LNY,Airport,-156.9514,20.7856
744,LNZ,Linz - Blue Danube,AT,LNZ,Airport,14.1875,48.2333
745,LOS,Lagos,NG,LOS,Airport,3.3211,6.5775
746,LPA,Las Palmas - Aeropuerto de Gran Canaria,ES,LPA,Airport,-15.3867,27.9319
747,LPB,La Paz,BO,LPB,Airport,-68.1922,-16.5133
748,LPI,Linkoping,SE,LPI,Airport,15.5256,58.4022
749,LPQ,Luang Prabang,LA,LPQ,Airport,102.1608,19.8978
750,LPT,Lampang,TH,LPT,Airport,99.5042,18.2722
751,LRD,Laredo International,US,LRD,Airport,-99.4617,27.5439
752,LRM,La Romana,DO,LRM,Airport,-68.9119,18.4508
753,LSC,La Serena,CL,LSC,Airport,-71.1994,-29.9164
754,LSP,Las Piedras,VE,LSP,Airport,-70.1514,11.7808
755,LST,Launceston,AU,LST,Airport,147.2111,-41.5453
756,LON,London Luton Apt,GB,LTN,Airport,-0.3683,51.8747
757,LUG,Lugano,CH,LUG,Airport,8.9106,46.0042
758,LUN,Lusaka,ZM,LUN,Airport,28.4525,-15.3308
759,LUX,Luxemburg,LU,LUX,Airport,6.2044,49.6233
760,LUZ,Lublin,PL,LUZ,Airport,22.6906,51.2314
761,LVI,Livingstone,ZM,LVI,Airport,25.8228,-17.8217
762,LWB,Lewisburg,US,LWB,Airport,-80.4019,37.8561
763,LWO,Lviv,UA,LWO,Airport,23.9561,49.8125
764,LWS,Lewiston,US,LWS,Airport,-117.0136,46.3756
765,LXA,Lhasa/Lasa Gonggar,CN,LXA,Airport,90.9122,29.2981
766,LXR,Luxor,EG,LXR,Airport,32.7067,25.6711
767,LXS,Lemnos,GR,LXS,Airport,25.2364,39.9169
768,LYH,Lynchburg,US,LYH,Airport,-79.2006,37.3267
